CaseMasterID,CrimeNo,CrimeRegisteredDate,PoliceStationID,CrimeMajorHeadID,GravityOffenceID,latitude,longitude,BriefFacts
59147,KSP/SYN/0059147,2023-09-07,39,11,3,12.98066,77.601189,Synthetic land disputes incident recorded for scale validation.
59148,KSP/SYN/0059148,2023-09-09,57,4,4,12.933476,77.648434,Synthetic assault & violence incident recorded for scale validation.
59149,KSP/SYN/0059149,2023-01-23,55,3,3,12.954951,77.747834,Synthetic vehicle theft incident recorded for scale validation.
59150,KSP/SYN/0059150,2026-04-10,31,1,4,12.983679,77.75,Synthetic cyber crime incident recorded for scale validation.
59151,KSP/SYN/0059151,2024-08-13,75,13,2,12.916585,77.63971,Synthetic missing persons incident recorded for scale validation.
59152,KSP/SYN/0059152,2022-01-23,38,15,5,12.942227,77.615358,Synthetic child offences incident recorded for scale validation.
59153,KSP/SYN/0059153,2022-05-10,12,10,2,12.96049,77.578884,Synthetic eve teasing incident recorded for scale validation.
59154,KSP/SYN/0059154,2024-05-13,98,5,5,13.00242,77.569312,Synthetic narcotics incident recorded for scale validation.
59155,KSP/SYN/0059155,2024-12-21,87,5,5,13.066258,77.521662,Synthetic narcotics incident recorded for scale validation.
59156,KSP/SYN/0059156,2025-02-03,20,11,3,12.925569,77.636268,Synthetic land disputes incident recorded for scale validation.
59157,KSP/SYN/0059157,2025-01-11,63,10,2,12.986181,77.620608,Synthetic eve teasing incident recorded for scale validation.
59158,KSP/SYN/0059158,2023-05-04,97,8,3,12.989331,77.538055,Synthetic fraud & cheating incident recorded for scale validation.
59159,KSP/SYN/0059159,2024-11-05,56,1,4,12.94844,77.618739,Synthetic cyber crime incident recorded for scale validation.
59160,KSP/SYN/0059160,2026-04-12,75,15,5,12.849067,77.697398,Synthetic child offences incident recorded for scale validation.
59161,KSP/SYN/0059161,2023-11-01,71,7,5,12.99208,77.581876,Synthetic robbery & dacoity incident recorded for scale validation.
59162,KSP/SYN/0059162,2022-07-12,82,9,2,12.921197,77.617767,Synthetic unlawful assembly incident recorded for scale validation.
59163,KSP/SYN/0059163,2023-07-04,6,8,3,13.009826,77.562186,Synthetic fraud & cheating incident recorded for scale validation.
59164,KSP/SYN/0059164,2026-05-06,76,10,2,12.999475,77.638866,Synthetic eve teasing incident recorded for scale validation.
59165,KSP/SYN/0059165,2022-02-09,87,8,3,12.953,77.601494,Synthetic fraud & cheating incident recorded for scale validation.
59166,KSP/SYN/0059166,2024-05-19,61,14,3,12.909149,77.632539,Synthetic domestic violence incident recorded for scale validation.
59167,KSP/SYN/0059167,2025-06-30,93,2,3,12.973727,77.634651,Synthetic property theft incident recorded for scale validation.
59168,KSP/SYN/0059168,2022-07-29,21,9,2,12.90519,77.662001,Synthetic unlawful assembly incident recorded for scale validation.
59169,KSP/SYN/0059169,2024-03-18,18,9,2,13.015709,77.609804,Synthetic unlawful assembly incident recorded for scale validation.
59170,KSP/SYN/0059170,2024-08-02,63,14,3,12.946566,77.629668,Synthetic domestic violence incident recorded for scale validation.
59171,KSP/SYN/0059171,2022-11-18,54,10,2,13.005445,77.639034,Synthetic eve teasing incident recorded for scale validation.
59172,KSP/SYN/0059172,2024-03-22,44,3,3,13.00985,77.634303,Synthetic vehicle theft incident recorded for scale validation.
59173,KSP/SYN/0059173,2023-02-20,64,5,5,12.996124,77.573054,Synthetic narcotics incident recorded for scale validation.
59174,KSP/SYN/0059174,2022-07-24,52,1,4,13.022048,77.567069,Synthetic cyber crime incident recorded for scale validation.
59175,KSP/SYN/0059175,2025-04-14,25,13,2,12.954531,77.62425,Synthetic missing persons incident recorded for scale validation.
59176,KSP/SYN/0059176,2022-03-20,48,7,5,13.031313,77.524952,Synthetic robbery & dacoity incident recorded for scale validation.
59177,KSP/SYN/0059177,2024-05-17,88,8,3,12.976659,77.560748,Synthetic fraud & cheating incident recorded for scale validation.
59178,KSP/SYN/0059178,2023-07-25,72,6,5,13.016926,77.558288,Synthetic murder incident recorded for scale validation.
59179,KSP/SYN/0059179,2022-04-02,80,1,4,12.856246,77.680412,Synthetic cyber crime incident recorded for scale validation.
59180,KSP/SYN/0059180,2024-03-06,54,12,4,12.975237,77.582846,Synthetic communal offences incident recorded for scale validation.
59181,KSP/SYN/0059181,2022-07-27,53,10,2,12.926818,77.644347,Synthetic eve teasing incident recorded for scale validation.
59182,KSP/SYN/0059182,2022-11-08,48,11,3,12.994502,77.611071,Synthetic land disputes incident recorded for scale validation.
59183,KSP/SYN/0059183,2024-07-18,7,1,4,12.958588,77.604929,Synthetic cyber crime incident recorded for scale validation.
59184,KSP/SYN/0059184,2023-11-26,86,13,2,12.979761,77.641887,Synthetic missing persons incident recorded for scale validation.
59185,KSP/SYN/0059185,2026-05-21,29,10,2,12.854962,77.687485,Synthetic eve teasing incident recorded for scale validation.
59186,KSP/SYN/0059186,2025-06-24,19,11,3,12.959716,77.61244,Synthetic land disputes incident recorded for scale validation.
59187,KSP/SYN/0059187,2024-12-20,69,3,3,12.966367,77.642161,Synthetic vehicle theft incident recorded for scale validation.
59188,KSP/SYN/0059188,2025-08-15,82,9,2,13.003987,77.620881,Synthetic unlawful assembly incident recorded for scale validation.
59189,KSP/SYN/0059189,2022-05-22,15,1,4,12.906287,77.671496,Synthetic cyber crime incident recorded for scale validation.
59190,KSP/SYN/0059190,2023-10-20,38,11,3,12.964035,77.615759,Synthetic land disputes incident recorded for scale validation.
59191,KSP/SYN/0059191,2022-03-18,8,1,4,13.030742,77.558779,Synthetic cyber crime incident recorded for scale validation.
59192,KSP/SYN/0059192,2024-09-08,82,4,4,13.01581,77.586591,Synthetic assault & violence incident recorded for scale validation.
59193,KSP/SYN/0059193,2024-07-06,55,1,4,13.012348,77.550276,Synthetic cyber crime incident recorded for scale validation.
59194,KSP/SYN/0059194,2025-02-27,59,14,3,12.999882,77.556915,Synthetic domestic violence incident recorded for scale validation.
59195,KSP/SYN/0059195,2025-03-06,20,14,3,13.027964,77.543509,Synthetic domestic violence incident recorded for scale validation.
59196,KSP/SYN/0059196,2024-05-06,98,11,3,12.949295,77.644304,Synthetic land disputes incident recorded for scale validation.
59197,KSP/SYN/0059197,2026-05-21,21,7,5,12.97187,77.617406,Synthetic robbery & dacoity incident recorded for scale validation.
59198,KSP/SYN/0059198,2026-02-13,80,10,2,12.833355,77.679385,Synthetic eve teasing incident recorded for scale validation.
59199,KSP/SYN/0059199,2023-05-11,24,1,4,13.018108,77.623126,Synthetic cyber crime incident recorded for scale validation.
59200,KSP/SYN/0059200,2024-04-24,60,2,3,12.970383,77.747749,Synthetic property theft incident recorded for scale validation.
59201,KSP/SYN/0059201,2022-05-19,17,6,5,12.992695,77.533643,Synthetic murder incident recorded for scale validation.
59202,KSP/SYN/0059202,2024-03-19,94,5,5,12.974525,77.575387,Synthetic narcotics incident recorded for scale validation.
59203,KSP/SYN/0059203,2026-03-07,79,12,4,12.927467,77.630466,Synthetic communal offences incident recorded for scale validation.
59204,KSP/SYN/0059204,2023-10-19,34,12,4,12.950529,77.639931,Synthetic communal offences incident recorded for scale validation.
59205,KSP/SYN/0059205,2022-01-05,3,7,5,12.932972,77.641468,Synthetic robbery & dacoity incident recorded for scale validation.
59206,KSP/SYN/0059206,2025-05-29,36,10,2,13.001491,77.627519,Synthetic eve teasing incident recorded for scale validation.
59207,KSP/SYN/0059207,2024-08-28,25,7,5,12.920972,77.617323,Synthetic robbery & dacoity incident recorded for scale validation.
59208,KSP/SYN/0059208,2024-06-02,39,2,3,12.979452,77.589188,Synthetic property theft incident recorded for scale validation.
59209,KSP/SYN/0059209,2023-06-03,7,8,3,12.922948,77.634878,Synthetic fraud & cheating incident recorded for scale validation.
59210,KSP/SYN/0059210,2023-01-15,65,9,2,12.954954,77.749238,Synthetic unlawful assembly incident recorded for scale validation.
59211,KSP/SYN/0059211,2026-02-19,79,3,3,12.932104,77.653527,Synthetic vehicle theft incident recorded for scale validation.
59212,KSP/SYN/0059212,2023-04-05,1,11,3,12.971599,77.609226,Synthetic land disputes incident recorded for scale validation.
59213,KSP/SYN/0059213,2025-11-30,59,9,2,12.980265,77.745514,Synthetic unlawful assembly incident recorded for scale validation.
59214,KSP/SYN/0059214,2022-12-05,13,14,3,12.997404,77.588817,Synthetic domestic violence incident recorded for scale validation.
59215,KSP/SYN/0059215,2025-04-02,63,14,3,12.990009,77.549909,Synthetic domestic violence incident recorded for scale validation.
59216,KSP/SYN/0059216,2024-02-26,38,8,3,13.031384,77.542719,Synthetic fraud & cheating incident recorded for scale validation.
59217,KSP/SYN/0059217,2022-03-11,49,10,2,13.041998,77.50916,Synthetic eve teasing incident recorded for scale validation.
59218,KSP/SYN/0059218,2025-02-08,58,9,2,12.936521,77.629688,Synthetic unlawful assembly incident recorded for scale validation.
59219,KSP/SYN/0059219,2026-01-16,100,14,3,13.007315,77.625207,Synthetic domestic violence incident recorded for scale validation.
59220,KSP/SYN/0059220,2026-03-21,78,12,4,12.886754,77.64561,Synthetic communal offences incident recorded for scale validation.
59221,KSP/SYN/0059221,2023-11-22,88,15,5,12.845124,77.685136,Synthetic child offences incident recorded for scale validation.
59222,KSP/SYN/0059222,2024-05-01,39,4,4,12.924265,77.616304,Synthetic assault & violence incident recorded for scale validation.
59223,KSP/SYN/0059223,2025-11-18,98,15,5,12.975045,77.641464,Synthetic child offences incident recorded for scale validation.
59224,KSP/SYN/0059224,2024-05-26,68,9,2,12.983949,77.604807,Synthetic unlawful assembly incident recorded for scale validation.
59225,KSP/SYN/0059225,2024-08-28,63,2,3,12.8467,77.684095,Synthetic property theft incident recorded for scale validation.
59226,KSP/SYN/0059226,2026-04-07,26,4,4,12.946537,77.631223,Synthetic assault & violence incident recorded for scale validation.
59227,KSP/SYN/0059227,2024-12-12,18,8,3,12.857736,77.647732,Synthetic fraud & cheating incident recorded for scale validation.
59228,KSP/SYN/0059228,2024-06-25,77,6,5,12.960203,77.628163,Synthetic murder incident recorded for scale validation.
59229,KSP/SYN/0059229,2025-02-07,63,12,4,13.010398,77.598483,Synthetic communal offences incident recorded for scale validation.
59230,KSP/SYN/0059230,2022-05-03,69,9,2,12.965753,77.75,Synthetic unlawful assembly incident recorded for scale validation.
59231,KSP/SYN/0059231,2023-10-12,72,7,5,12.954753,77.744154,Synthetic robbery & dacoity incident recorded for scale validation.
59232,KSP/SYN/0059232,2023-01-21,56,4,4,12.842425,77.670616,Synthetic assault & violence incident recorded for scale validation.
59233,KSP/SYN/0059233,2022-04-16,22,15,5,13.008179,77.518137,Synthetic child offences incident recorded for scale validation.
59234,KSP/SYN/0059234,2026-01-27,43,8,3,12.95967,77.649538,Synthetic fraud & cheating incident recorded for scale validation.
59235,KSP/SYN/0059235,2023-02-26,24,5,5,12.917335,77.651505,Synthetic narcotics incident recorded for scale validation.
59236,KSP/SYN/0059236,2022-09-27,97,13,2,12.964818,77.651342,Synthetic missing persons incident recorded for scale validation.
59237,KSP/SYN/0059237,2024-01-29,9,6,5,12.980032,77.598782,Synthetic murder incident recorded for scale validation.
59238,KSP/SYN/0059238,2025-03-26,52,12,4,12.84921,77.680408,Synthetic communal offences incident recorded for scale validation.
59239,KSP/SYN/0059239,2022-08-29,91,4,4,12.900231,77.635901,Synthetic assault & violence incident recorded for scale validation.
59240,KSP/SYN/0059240,2026-03-07,85,10,2,12.948031,77.635901,Synthetic eve teasing incident recorded for scale validation.
59241,KSP/SYN/0059241,2022-03-06,18,2,3,12.999311,77.615008,Synthetic property theft incident recorded for scale validation.
59242,KSP/SYN/0059242,2026-05-10,28,11,3,12.95955,77.618461,Synthetic land disputes incident recorded for scale validation.
59243,KSP/SYN/0059243,2024-10-10,39,5,5,12.985573,77.737049,Synthetic narcotics incident recorded for scale validation.
59244,KSP/SYN/0059244,2026-02-05,75,11,3,12.991817,77.579887,Synthetic land disputes incident recorded for scale validation.
59245,KSP/SYN/0059245,2023-12-30,68,2,3,12.906364,77.637735,Synthetic property theft incident recorded for scale validation.
59246,KSP/SYN/0059246,2022-10-22,14,13,2,12.975112,77.561206,Synthetic missing persons incident recorded for scale validation.
59247,KSP/SYN/0059247,2026-06-28,71,6,5,12.953288,77.618388,Synthetic murder incident recorded for scale validation.
59248,KSP/SYN/0059248,2025-07-21,55,11,3,13.001674,77.545691,Synthetic land disputes incident recorded for scale validation.
59249,KSP/SYN/0059249,2025-10-30,70,10,2,12.962588,77.629596,Synthetic eve teasing incident recorded for scale validation.
59250,KSP/SYN/0059250,2022-09-28,67,11,3,13.009856,77.630878,Synthetic land disputes incident recorded for scale validation.
59251,KSP/SYN/0059251,2026-06-27,5,14,3,13.029369,77.550107,Synthetic domestic violence incident recorded for scale validation.
59252,KSP/SYN/0059252,2022-08-01,40,11,3,12.969862,77.741168,Synthetic land disputes incident recorded for scale validation.
59253,KSP/SYN/0059253,2023-09-09,5,9,2,12.998711,77.547404,Synthetic unlawful assembly incident recorded for scale validation.
59254,KSP/SYN/0059254,2024-02-01,90,14,3,12.994167,77.624608,Synthetic domestic violence incident recorded for scale validation.
59255,KSP/SYN/0059255,2022-08-25,57,13,2,12.967387,77.580361,Synthetic missing persons incident recorded for scale validation.
59256,KSP/SYN/0059256,2023-02-03,25,2,3,12.974724,77.731566,Synthetic property theft incident recorded for scale validation.
59257,KSP/SYN/0059257,2024-05-29,27,3,3,12.982484,77.613296,Synthetic vehicle theft incident recorded for scale validation.
59258,KSP/SYN/0059258,2025-08-31,93,1,4,12.982694,77.630119,Synthetic cyber crime incident recorded for scale validation.
59259,KSP/SYN/0059259,2025-08-31,63,6,5,12.968963,77.61629,Synthetic murder incident recorded for scale validation.
59260,KSP/SYN/0059260,2024-03-31,89,8,3,12.912886,77.641349,Synthetic fraud & cheating incident recorded for scale validation.
59261,KSP/SYN/0059261,2025-02-15,30,3,3,12.952359,77.623373,Synthetic vehicle theft incident recorded for scale validation.
59262,KSP/SYN/0059262,2022-06-11,61,9,2,12.964847,77.649656,Synthetic unlawful assembly incident recorded for scale validation.
59263,KSP/SYN/0059263,2022-07-24,11,3,3,12.916833,77.671575,Synthetic vehicle theft incident recorded for scale validation.
59264,KSP/SYN/0059264,2025-12-05,87,14,3,12.863714,77.673941,Synthetic domestic violence incident recorded for scale validation.
59265,KSP/SYN/0059265,2023-04-27,43,13,2,12.956401,77.74864,Synthetic missing persons incident recorded for scale validation.
59266,KSP/SYN/0059266,2024-09-04,74,14,3,12.951351,77.606695,Synthetic domestic violence incident recorded for scale validation.
59267,KSP/SYN/0059267,2025-12-07,51,11,3,13.028364,77.64665,Synthetic land disputes incident recorded for scale validation.
59268,KSP/SYN/0059268,2024-03-19,72,5,5,12.99817,77.588482,Synthetic narcotics incident recorded for scale validation.
59269,KSP/SYN/0059269,2022-11-20,17,12,4,12.951622,77.591859,Synthetic communal offences incident recorded for scale validation.
59270,KSP/SYN/0059270,2026-03-08,31,11,3,13.026606,77.536661,Synthetic land disputes incident recorded for scale validation.
59271,KSP/SYN/0059271,2026-04-04,6,15,5,12.978074,77.557877,Synthetic child offences incident recorded for scale validation.
59272,KSP/SYN/0059272,2024-06-08,74,2,3,12.979308,77.75,Synthetic property theft incident recorded for scale validation.
59273,KSP/SYN/0059273,2026-04-01,79,3,3,12.935852,77.650914,Synthetic vehicle theft incident recorded for scale validation.
59274,KSP/SYN/0059274,2024-10-07,24,5,5,12.989833,77.614605,Synthetic narcotics incident recorded for scale validation.
59275,KSP/SYN/0059275,2024-03-21,74,10,2,12.994991,77.623929,Synthetic eve teasing incident recorded for scale validation.
59276,KSP/SYN/0059276,2023-10-11,28,4,4,13.022654,77.624092,Synthetic assault & violence incident recorded for scale validation.
59277,KSP/SYN/0059277,2026-05-18,51,13,2,13.031265,77.613919,Synthetic missing persons incident recorded for scale validation.
59278,KSP/SYN/0059278,2022-07-21,63,13,2,12.976906,77.742767,Synthetic missing persons incident recorded for scale validation.
59279,KSP/SYN/0059279,2024-04-15,87,10,2,12.991477,77.619933,Synthetic eve teasing incident recorded for scale validation.
59280,KSP/SYN/0059280,2024-11-05,51,7,5,12.906713,77.591826,Synthetic robbery & dacoity incident recorded for scale validation.
59281,KSP/SYN/0059281,2023-07-05,15,1,4,13.014258,77.580202,Synthetic cyber crime incident recorded for scale validation.
59282,KSP/SYN/0059282,2023-08-10,55,11,3,13.01219,77.554866,Synthetic land disputes incident recorded for scale validation.
59283,KSP/SYN/0059283,2026-06-23,53,1,4,13.02378,77.560617,Synthetic cyber crime incident recorded for scale validation.
59284,KSP/SYN/0059284,2022-10-14,10,9,2,12.951974,77.624301,Synthetic unlawful assembly incident recorded for scale validation.
59285,KSP/SYN/0059285,2023-01-13,51,9,2,12.992719,77.578571,Synthetic unlawful assembly incident recorded for scale validation.
59286,KSP/SYN/0059286,2023-01-27,64,8,3,12.919544,77.623712,Synthetic fraud & cheating incident recorded for scale validation.
59287,KSP/SYN/0059287,2025-02-28,76,6,5,12.997879,77.60903,Synthetic murder incident recorded for scale validation.
59288,KSP/SYN/0059288,2024-11-14,89,11,3,12.923648,77.660497,Synthetic land disputes incident recorded for scale validation.
59289,KSP/SYN/0059289,2025-12-20,76,14,3,12.980559,77.6221,Synthetic domestic violence incident recorded for scale validation.
59290,KSP/SYN/0059290,2026-04-04,41,14,3,12.935685,77.640455,Synthetic domestic violence incident recorded for scale validation.
59291,KSP/SYN/0059291,2025-10-29,30,12,4,12.959347,77.659787,Synthetic communal offences incident recorded for scale validation.
59292,KSP/SYN/0059292,2022-10-20,60,1,4,12.968365,77.729882,Synthetic cyber crime incident recorded for scale validation.
59293,KSP/SYN/0059293,2022-10-23,26,10,2,12.899088,77.673786,Synthetic eve teasing incident recorded for scale validation.
59294,KSP/SYN/0059294,2023-07-19,32,11,3,12.950905,77.75,Synthetic land disputes incident recorded for scale validation.
59295,KSP/SYN/0059295,2022-07-16,60,6,5,12.94175,77.595011,Synthetic murder incident recorded for scale validation.
59296,KSP/SYN/0059296,2026-04-29,46,6,5,12.820717,77.68031,Synthetic murder incident recorded for scale validation.
59297,KSP/SYN/0059297,2025-04-10,58,13,2,13.015669,77.606939,Synthetic missing persons incident recorded for scale validation.
59298,KSP/SYN/0059298,2022-12-01,67,3,3,12.968098,77.583408,Synthetic vehicle theft incident recorded for scale validation.
59299,KSP/SYN/0059299,2023-04-27,27,7,5,12.935918,77.598983,Synthetic robbery & dacoity incident recorded for scale validation.
59300,KSP/SYN/0059300,2022-06-07,52,3,3,12.853787,77.676786,Synthetic vehicle theft incident recorded for scale validation.
59301,KSP/SYN/0059301,2025-06-14,62,5,5,12.974651,77.577221,Synthetic narcotics incident recorded for scale validation.
59302,KSP/SYN/0059302,2025-06-18,17,12,4,12.954464,77.75,Synthetic communal offences incident recorded for scale validation.
59303,KSP/SYN/0059303,2025-02-06,10,10,2,12.942868,77.598056,Synthetic eve teasing incident recorded for scale validation.
59304,KSP/SYN/0059304,2023-08-28,9,4,4,13.023498,77.607785,Synthetic assault & violence incident recorded for scale validation.
59305,KSP/SYN/0059305,2023-12-20,77,3,3,13.014045,77.632569,Synthetic vehicle theft incident recorded for scale validation.
59306,KSP/SYN/0059306,2022-05-03,33,10,2,12.839667,77.668264,Synthetic eve teasing incident recorded for scale validation.
59307,KSP/SYN/0059307,2023-04-25,35,10,2,12.974831,77.75,Synthetic eve teasing incident recorded for scale validation.
59308,KSP/SYN/0059308,2023-06-21,28,8,3,12.981897,77.729762,Synthetic fraud & cheating incident recorded for scale validation.
59309,KSP/SYN/0059309,2025-07-07,53,9,2,12.931742,77.600401,Synthetic unlawful assembly incident recorded for scale validation.
59310,KSP/SYN/0059310,2022-09-27,36,3,3,13.004402,77.617807,Synthetic vehicle theft incident recorded for scale validation.
59311,KSP/SYN/0059311,2022-06-08,85,3,3,13.010832,77.604839,Synthetic vehicle theft incident recorded for scale validation.
59312,KSP/SYN/0059312,2024-01-26,18,5,5,12.97503,77.632549,Synthetic narcotics incident recorded for scale validation.
59313,KSP/SYN/0059313,2025-05-02,79,12,4,12.979967,77.56474,Synthetic communal offences incident recorded for scale validation.
59314,KSP/SYN/0059314,2024-03-22,24,3,3,12.978894,77.594331,Synthetic vehicle theft incident recorded for scale validation.
59315,KSP/SYN/0059315,2024-06-14,33,7,5,13.028247,77.559238,Synthetic robbery & dacoity incident recorded for scale validation.
59316,KSP/SYN/0059316,2025-10-13,30,1,4,12.973532,77.65546,Synthetic cyber crime incident recorded for scale validation.
59317,KSP/SYN/0059317,2025-03-11,50,9,2,12.963071,77.660363,Synthetic unlawful assembly incident recorded for scale validation.
59318,KSP/SYN/0059318,2026-04-23,9,13,2,12.939959,77.667717,Synthetic missing persons incident recorded for scale validation.
59319,KSP/SYN/0059319,2023-07-22,36,1,4,12.8731,77.66209,Synthetic cyber crime incident recorded for scale validation.
59320,KSP/SYN/0059320,2022-04-14,11,14,3,13.001498,77.580125,Synthetic domestic violence incident recorded for scale validation.
59321,KSP/SYN/0059321,2024-11-06,22,14,3,12.934857,77.599392,Synthetic domestic violence incident recorded for scale validation.
59322,KSP/SYN/0059322,2022-12-14,34,10,2,12.954716,77.606663,Synthetic eve teasing incident recorded for scale validation.
59323,KSP/SYN/0059323,2024-03-10,12,1,4,13.001377,77.739707,Synthetic cyber crime incident recorded for scale validation.
59324,KSP/SYN/0059324,2023-09-26,91,2,3,13.016051,77.619231,Synthetic property theft incident recorded for scale validation.
59325,KSP/SYN/0059325,2024-09-29,90,10,2,12.960208,77.581181,Synthetic eve teasing incident recorded for scale validation.
59326,KSP/SYN/0059326,2022-05-07,29,3,3,12.97628,77.59816,Synthetic vehicle theft incident recorded for scale validation.
59327,KSP/SYN/0059327,2022-08-29,26,13,2,12.995197,77.633816,Synthetic missing persons incident recorded for scale validation.
59328,KSP/SYN/0059328,2025-05-19,9,5,5,13.007284,77.615695,Synthetic narcotics incident recorded for scale validation.
59329,KSP/SYN/0059329,2025-02-05,86,8,3,12.97915,77.5831,Synthetic fraud & cheating incident recorded for scale validation.
59330,KSP/SYN/0059330,2022-07-01,52,3,3,12.969941,77.635476,Synthetic vehicle theft incident recorded for scale validation.
59331,KSP/SYN/0059331,2024-08-25,9,10,2,12.988495,77.589614,Synthetic eve teasing incident recorded for scale validation.
59332,KSP/SYN/0059332,2025-08-30,33,15,5,12.972502,77.651687,Synthetic child offences incident recorded for scale validation.
59333,KSP/SYN/0059333,2024-03-16,38,14,3,12.913473,77.637019,Synthetic domestic violence incident recorded for scale validation.
59334,KSP/SYN/0059334,2024-05-11,45,12,4,13.004024,77.586884,Synthetic communal offences incident recorded for scale validation.
59335,KSP/SYN/0059335,2023-01-12,54,14,3,13.012423,77.545091,Synthetic domestic violence incident recorded for scale validation.
59336,KSP/SYN/0059336,2025-04-11,15,10,2,12.989745,77.623672,Synthetic eve teasing incident recorded for scale validation.
59337,KSP/SYN/0059337,2022-03-10,24,9,2,13.029504,77.625112,Synthetic unlawful assembly incident recorded for scale validation.
59338,KSP/SYN/0059338,2025-09-03,63,15,5,12.936922,77.639326,Synthetic child offences incident recorded for scale validation.
59339,KSP/SYN/0059339,2024-02-25,54,2,3,12.963945,77.563483,Synthetic property theft incident recorded for scale validation.
59340,KSP/SYN/0059340,2025-11-18,28,11,3,13.050977,77.522018,Synthetic land disputes incident recorded for scale validation.
59341,KSP/SYN/0059341,2024-06-06,97,13,2,12.89116,77.664934,Synthetic missing persons incident recorded for scale validation.
59342,KSP/SYN/0059342,2024-02-01,88,9,2,12.948745,77.639335,Synthetic unlawful assembly incident recorded for scale validation.
59343,KSP/SYN/0059343,2024-09-28,60,15,5,12.966705,77.607307,Synthetic child offences incident recorded for scale validation.
59344,KSP/SYN/0059344,2025-10-07,11,10,2,12.997427,77.560263,Synthetic eve teasing incident recorded for scale validation.
59345,KSP/SYN/0059345,2023-07-23,37,13,2,12.993749,77.609204,Synthetic missing persons incident recorded for scale validation.
59346,KSP/SYN/0059346,2026-04-28,5,3,3,12.962732,77.75,Synthetic vehicle theft incident recorded for scale validation.
59347,KSP/SYN/0059347,2023-06-08,14,12,4,13.008758,77.568442,Synthetic communal offences incident recorded for scale validation.
59348,KSP/SYN/0059348,2022-12-22,60,9,2,12.962068,77.747023,Synthetic unlawful assembly incident recorded for scale validation.
59349,KSP/SYN/0059349,2024-06-21,33,11,3,13.029036,77.615769,Synthetic land disputes incident recorded for scale validation.
59350,KSP/SYN/0059350,2025-04-19,82,1,4,12.97251,77.75,Synthetic cyber crime incident recorded for scale validation.
59351,KSP/SYN/0059351,2024-03-16,96,11,3,12.996111,77.621643,Synthetic land disputes incident recorded for scale validation.
59352,KSP/SYN/0059352,2022-06-19,10,2,3,12.935947,77.654265,Synthetic property theft incident recorded for scale validation.
59353,KSP/SYN/0059353,2024-05-18,37,8,3,12.8626,77.688555,Synthetic fraud & cheating incident recorded for scale validation.
59354,KSP/SYN/0059354,2023-02-15,33,11,3,12.970208,77.651224,Synthetic land disputes incident recorded for scale validation.
59355,KSP/SYN/0059355,2024-08-08,75,11,3,12.982351,77.59543,Synthetic land disputes incident recorded for scale validation.
59356,KSP/SYN/0059356,2025-06-17,100,15,5,13.032296,77.567845,Synthetic child offences incident recorded for scale validation.
59357,KSP/SYN/0059357,2023-01-05,40,2,3,12.949654,77.61927,Synthetic property theft incident recorded for scale validation.
59358,KSP/SYN/0059358,2025-09-19,77,5,5,12.99396,77.661682,Synthetic narcotics incident recorded for scale validation.
59359,KSP/SYN/0059359,2025-05-13,94,9,2,13.013772,77.572486,Synthetic unlawful assembly incident recorded for scale validation.
59360,KSP/SYN/0059360,2023-08-11,66,6,5,12.952421,77.588073,Synthetic murder incident recorded for scale validation.
59361,KSP/SYN/0059361,2024-06-22,13,13,2,12.962533,77.595979,Synthetic missing persons incident recorded for scale validation.
59362,KSP/SYN/0059362,2025-06-19,79,12,4,12.91981,77.641793,Synthetic communal offences incident recorded for scale validation.
59363,KSP/SYN/0059363,2024-11-23,90,10,2,12.949162,77.599436,Synthetic eve teasing incident recorded for scale validation.
59364,KSP/SYN/0059364,2023-05-29,43,6,5,12.991792,77.593925,Synthetic murder incident recorded for scale validation.
59365,KSP/SYN/0059365,2024-09-09,34,7,5,12.977729,77.590018,Synthetic robbery & dacoity incident recorded for scale validation.
59366,KSP/SYN/0059366,2024-10-05,14,12,4,12.981315,77.592533,Synthetic communal offences incident recorded for scale validation.
59367,KSP/SYN/0059367,2025-09-09,74,2,3,12.994629,77.634832,Synthetic property theft incident recorded for scale validation.
59368,KSP/SYN/0059368,2023-07-08,26,1,4,12.95567,77.75,Synthetic cyber crime incident recorded for scale validation.
59369,KSP/SYN/0059369,2022-02-15,23,10,2,13.037232,77.638059,Synthetic eve teasing incident recorded for scale validation.
59370,KSP/SYN/0059370,2024-09-03,19,3,3,12.914355,77.652591,Synthetic vehicle theft incident recorded for scale validation.
59371,KSP/SYN/0059371,2024-08-19,74,3,3,12.920275,77.608493,Synthetic vehicle theft incident recorded for scale validation.
59372,KSP/SYN/0059372,2026-05-11,45,15,5,12.968832,77.573765,Synthetic child offences incident recorded for scale validation.
59373,KSP/SYN/0059373,2025-05-06,79,10,2,12.994774,77.576045,Synthetic eve teasing incident recorded for scale validation.
59374,KSP/SYN/0059374,2025-07-10,46,15,5,12.919641,77.625746,Synthetic child offences incident recorded for scale validation.
59375,KSP/SYN/0059375,2022-06-01,44,10,2,12.996936,77.580012,Synthetic eve teasing incident recorded for scale validation.
59376,KSP/SYN/0059376,2022-12-19,21,11,3,12.840038,77.672472,Synthetic land disputes incident recorded for scale validation.
59377,KSP/SYN/0059377,2025-06-07,51,1,4,12.949694,77.737678,Synthetic cyber crime incident recorded for scale validation.
59378,KSP/SYN/0059378,2024-11-02,45,1,4,13.042043,77.563458,Synthetic cyber crime incident recorded for scale validation.
