target_month,station_id,district_id,month_number,lag_1,lag_2,lag_3,lag_12,rolling_3,rolling_6,target_next_month
2024-04-01,85,1,3,15,24,27,16,22.0,19.333,18
2024-05-01,85,1,4,26,15,24,15,21.667,21.167,19
2024-06-01,85,1,5,18,26,15,8,19.667,21.0,18
2024-07-01,85,1,6,19,18,26,14,21.0,21.5,22
2024-08-01,85,1,7,18,19,18,14,18.333,20.0,25
2024-09-01,85,1,8,22,18,19,19,19.667,19.667,18
2024-10-01,85,1,9,25,22,18,15,21.667,21.333,14
2024-11-01,85,1,10,18,25,22,19,21.667,20.0,26
2024-12-01,85,1,11,14,18,25,16,19.0,19.333,19
2025-01-01,85,1,12,26,14,18,27,19.333,20.5,25
2025-02-01,85,1,1,19,26,14,24,19.667,20.667,17
2025-03-01,85,1,2,25,19,26,15,23.333,21.167,19
2025-04-01,85,1,3,17,25,19,26,20.333,19.833,18
2025-05-01,85,1,4,19,17,25,18,20.333,20.0,18
2025-06-01,85,1,5,18,19,17,19,18.0,20.667,16
2025-07-01,85,1,6,18,18,19,18,18.333,19.333,15
2025-08-01,85,1,7,16,18,18,22,17.333,18.833,18
2025-09-01,85,1,8,15,16,18,25,16.333,17.167,25
2025-10-01,85,1,9,18,15,16,18,16.333,17.333,19
2025-11-01,85,1,10,25,18,15,14,19.333,18.333,15
2025-12-01,85,1,11,19,25,18,26,20.667,18.5,17
2023-02-01,86,1,1,11,13,22,17,15.333,16.333,15
2023-03-01,86,1,2,22,11,13,17,15.333,17.5,17
2023-04-01,86,1,3,15,22,11,16,16.0,16.167,20
2023-05-01,86,1,4,17,15,22,20,18.0,16.667,23
2023-06-01,86,1,5,20,17,15,25,17.333,16.333,13
2023-07-01,86,1,6,23,20,17,14,20.0,18.0,19
2023-08-01,86,1,7,13,23,20,15,18.667,18.333,13
2023-09-01,86,1,8,19,13,23,23,18.333,17.833,22
2023-10-01,86,1,9,13,19,13,14,15.0,17.5,22
2023-11-01,86,1,10,22,13,19,22,18.0,18.333,20
2023-12-01,86,1,11,22,22,13,13,19.0,18.667,18
2024-01-01,86,1,12,20,22,22,11,21.333,18.167,21
2024-02-01,86,1,1,18,20,22,22,20.0,19.0,14
2024-03-01,86,1,2,21,18,20,15,19.667,19.333,18
2024-04-01,86,1,3,14,21,18,17,17.667,19.5,16
2024-05-01,86,1,4,18,14,21,20,17.667,18.833,16
2024-06-01,86,1,5,16,18,14,23,16.0,17.833,20
2024-07-01,86,1,6,16,16,18,13,16.667,17.167,17
2024-08-01,86,1,7,20,16,16,19,17.333,17.5,14
2024-09-01,86,1,8,17,20,16,13,17.667,16.833,18
2024-10-01,86,1,9,14,17,20,22,17.0,16.833,22
2024-11-01,86,1,10,18,14,17,22,16.333,16.833,14
2024-12-01,86,1,11,22,18,14,20,18.0,17.833,11
2025-01-01,86,1,12,14,22,18,18,18.0,17.5,21
2025-02-01,86,1,1,11,14,22,21,15.667,16.0,12
2025-03-01,86,1,2,21,11,14,14,15.333,16.667,13
2025-04-01,86,1,3,12,21,11,18,14.667,16.333,18
2025-05-01,86,1,4,13,12,21,16,15.333,15.5,21
2025-06-01,86,1,5,18,13,12,16,14.333,14.833,21
2025-07-01,86,1,6,21,18,13,20,17.333,16.0,12
2025-08-01,86,1,7,21,21,18,17,20.0,17.667,22
2025-09-01,86,1,8,12,21,21,14,18.0,16.167,22
2025-10-01,86,1,9,22,12,21,18,18.333,17.833,12
2025-11-01,86,1,10,22,22,12,22,18.667,19.333,26
2025-12-01,86,1,11,12,22,22,14,18.667,18.333,26
2023-02-01,87,1,1,14,19,8,24,13.667,15.5,14
2023-03-01,87,1,2,16,14,19,19,16.333,14.667,12
2023-04-01,87,1,3,14,16,14,15,14.667,14.167,16
2023-05-01,87,1,4,12,14,16,13,14.0,13.833,22
2023-06-01,87,1,5,16,12,14,27,14.0,15.167,21
2023-07-01,87,1,6,22,16,12,21,16.667,15.667,16
2023-08-01,87,1,7,21,22,16,21,19.667,16.833,20
2023-09-01,87,1,8,16,21,22,17,19.667,16.833,17
2023-10-01,87,1,9,20,16,21,14,19.0,17.833,17
2023-11-01,87,1,10,17,20,16,8,17.667,18.667,20
2023-12-01,87,1,11,17,17,20,19,18.0,18.833,15
2024-01-01,87,1,12,20,17,17,14,18.0,18.5,16
2024-02-01,87,1,1,15,20,17,16,17.333,17.5,17
2024-03-01,87,1,2,16,15,20,14,17.0,17.5,19
2024-04-01,87,1,3,17,16,15,12,16.0,17.0,13
2024-05-01,87,1,4,19,17,16,16,17.333,17.333,18
2024-06-01,87,1,5,13,19,17,22,16.333,16.667,22
2024-07-01,87,1,6,18,13,19,21,16.667,16.333,14
2024-08-01,87,1,7,22,18,13,16,17.667,17.5,30
2024-09-01,87,1,8,14,22,18,20,18.0,17.167,27
2024-10-01,87,1,9,30,14,22,17,22.0,19.333,14
2024-11-01,87,1,10,27,30,14,17,23.667,20.667,12
2024-12-01,87,1,11,14,27,30,20,23.667,20.833,19
2025-01-01,87,1,12,12,14,27,15,17.667,19.833,18
2025-02-01,87,1,1,19,12,14,16,15.0,19.333,18
2025-03-01,87,1,2,18,19,12,17,16.333,20.0,23
2025-04-01,87,1,3,18,18,19,19,18.333,18.0,13
2025-05-01,87,1,4,23,18,18,13,19.667,17.333,23
2025-06-01,87,1,5,13,23,18,18,18.0,17.167,25
2025-07-01,87,1,6,23,13,23,22,19.667,19.0,14
2025-08-01,87,1,7,25,23,13,14,20.333,20.0,17
2025-09-01,87,1,8,14,25,23,30,20.667,19.333,20
2025-10-01,87,1,9,17,14,25,27,18.667,19.167,16
2025-11-01,87,1,10,20,17,14,14,17.0,18.667,20
2025-12-01,87,1,11,16,20,17,12,17.667,19.167,23
2023-02-01,88,1,1,17,23,14,13,18.0,16.5,19
2023-03-01,88,1,2,17,17,23,12,19.0,17.667,22
2023-04-01,88,1,3,19,17,17,21,17.667,17.333,21
2023-05-01,88,1,4,22,19,17,19,19.333,18.667,19
2023-06-01,88,1,5,21,22,19,22,20.667,19.833,16
2023-07-01,88,1,6,19,21,22,18,20.667,19.167,20
2023-08-01,88,1,7,16,19,21,10,18.667,19.0,15
2023-09-01,88,1,8,20,16,19,21,18.333,19.5,12
2023-10-01,88,1,9,15,20,16,14,17.0,18.833,19
2023-11-01,88,1,10,12,15,20,14,15.667,17.167,24
2023-12-01,88,1,11,19,12,15,23,15.333,16.833,19
2024-01-01,88,1,12,24,19,12,17,18.333,17.667,19
2024-02-01,88,1,1,19,24,19,17,20.667,18.167,15
2024-03-01,88,1,2,19,19,24,19,20.667,18.0,17
2024-04-01,88,1,3,15,19,19,22,17.667,18.0,22
2024-05-01,88,1,4,17,15,19,21,17.0,18.833,22
2024-06-01,88,1,5,22,17,15,19,18.0,19.333,20
2024-07-01,88,1,6,22,22,17,16,20.333,19.0,21
2024-08-01,88,1,7,20,22,22,20,21.333,19.167,19
2024-09-01,88,1,8,21,20,22,15,21.0,19.5,25
2024-10-01,88,1,9,19,21,20,12,20.0,20.167,24
2024-11-01,88,1,10,25,19,21,19,21.667,21.5,22
2024-12-01,88,1,11,24,25,19,24,22.667,21.833,22
2025-01-01,88,1,12,22,24,25,19,23.667,21.833,14
2025-02-01,88,1,1,22,22,24,19,22.667,22.167,15
2025-03-01,88,1,2,14,22,22,15,19.333,21.0,13
2025-04-01,88,1,3,15,14,22,17,17.0,20.333,20
2025-05-01,88,1,4,13,15,14,22,14.0,18.333,24
2025-06-01,88,1,5,20,13,15,22,16.0,17.667,17
2025-07-01,88,1,6,24,20,13,20,19.0,18.0,19
2025-08-01,88,1,7,17,24,20,21,20.333,17.167,18
2025-09-01,88,1,8,19,17,24,19,20.0,18.0,15
2025-10-01,88,1,9,18,19,17,25,18.0,18.5,27
2025-11-01,88,1,10,15,18,19,24,17.333,18.833,16
2025-12-01,88,1,11,27,15,18,22,20.0,20.0,18
2023-02-01,89,1,1,21,18,27,19,22.0,19.667,22
2023-03-01,89,1,2,25,21,18,17,21.333,21.333,22
2023-04-01,89,1,3,22,25,21,21,22.667,21.5,22
2023-05-01,89,1,4,22,22,25,26,23.0,22.5,22
2023-06-01,89,1,5,22,22,22,20,22.0,21.667,18
2023-07-01,89,1,6,22,22,22,10,22.0,22.333,26
2023-08-01,89,1,7,18,22,22,15,20.667,21.833,21
2023-09-01,89,1,8,26,18,22,21,22.0,22.0,17
2023-10-01,89,1,9,21,26,18,16,21.667,21.833,26
2023-11-01,89,1,10,17,21,26,27,21.333,21.0,30
2023-12-01,89,1,11,26,17,21,18,21.333,21.667,15
2024-01-01,89,1,12,30,26,17,21,24.333,23.0,18
2024-02-01,89,1,1,15,30,26,25,23.667,22.5,19
2024-03-01,89,1,2,18,15,30,22,21.0,21.167,9
2024-04-01,89,1,3,19,18,15,22,17.333,20.833,19
2024-05-01,89,1,4,9,19,18,22,15.333,19.5,22
2024-06-01,89,1,5,19,9,19,22,15.667,18.333,13
2024-07-01,89,1,6,22,19,9,18,16.667,17.0,24
2024-08-01,89,1,7,13,22,19,26,18.0,16.667,16
2024-09-01,89,1,8,24,13,22,21,19.667,17.667,21
2024-10-01,89,1,9,16,24,13,17,17.667,17.167,24
2024-11-01,89,1,10,21,16,24,26,20.333,19.167,18
2024-12-01,89,1,11,24,21,16,30,20.333,20.0,17
2025-01-01,89,1,12,18,24,21,15,21.0,19.333,22
2025-02-01,89,1,1,17,18,24,18,19.667,20.0,12
2025-03-01,89,1,2,22,17,18,19,19.0,19.667,18
2025-04-01,89,1,3,12,22,17,9,17.0,19.0,18
2025-05-01,89,1,4,18,12,22,19,17.333,18.5,23
2025-06-01,89,1,5,18,18,12,22,16.0,17.5,28
2025-07-01,89,1,6,23,18,18,13,19.667,18.333,23
2025-08-01,89,1,7,28,23,18,24,23.0,20.167,30
2025-09-01,89,1,8,23,28,23,16,24.667,20.333,22
2025-10-01,89,1,9,30,23,28,21,27.0,23.333,19
2025-11-01,89,1,10,22,30,23,24,25.0,24.0,27
2025-12-01,89,1,11,19,22,30,18,23.667,24.167,24
2023-02-01,90,1,1,17,14,25,21,18.667,18.5,15
2023-03-01,90,1,2,17,17,14,18,16.0,18.333,18
2023-04-01,90,1,3,15,17,17,14,16.333,17.833,26
2023-05-01,90,1,4,18,15,17,23,16.667,17.667,11
2023-06-01,90,1,5,26,18,15,20,19.667,17.833,14
2023-07-01,90,1,6,11,26,18,25,18.333,17.333,25
2023-08-01,90,1,7,14,11,26,18,17.0,16.833,16
2023-09-01,90,1,8,25,14,11,18,16.667,18.167,16
2023-10-01,90,1,9,16,25,14,19,18.333,18.333,17
2023-11-01,90,1,10,16,16,25,25,19.0,18.0,15
2023-12-01,90,1,11,17,16,16,14,16.333,16.5,24
2024-01-01,90,1,12,15,17,16,17,16.0,17.167,13
2024-02-01,90,1,1,24,15,17,17,18.667,18.833,16
2024-03-01,90,1,2,13,24,15,15,17.333,16.833,25
2024-04-01,90,1,3,16,13,24,18,17.667,16.833,13
2024-05-01,90,1,4,25,16,13,26,18.0,18.333,32
2024-06-01,90,1,5,13,25,16,11,18.0,17.667,23
2024-07-01,90,1,6,32,13,25,14,23.333,20.5,13
2024-08-01,90,1,7,23,32,13,25,22.667,20.333,22
2024-09-01,90,1,8,13,23,32,16,22.667,20.333,19
2024-10-01,90,1,9,22,13,23,16,19.333,21.333,17
2024-11-01,90,1,10,19,22,13,17,18.0,20.333,23
2024-12-01,90,1,11,17,19,22,15,19.333,21.0,20
2025-01-01,90,1,12,23,17,19,24,19.667,19.5,26
2025-02-01,90,1,1,20,23,17,13,20.0,19.0,20
2025-03-01,90,1,2,26,20,23,16,23.0,21.167,19
2025-04-01,90,1,3,20,26,20,25,22.0,20.833,14
2025-05-01,90,1,4,19,20,26,13,21.667,20.833,20
2025-06-01,90,1,5,14,19,20,32,17.667,20.333,29
2025-07-01,90,1,6,20,14,19,23,17.667,19.833,22
2025-08-01,90,1,7,29,20,14,13,21.0,21.333,16
2025-09-01,90,1,8,22,29,20,22,23.667,20.667,9
2025-10-01,90,1,9,16,22,29,19,22.333,20.0,21
2025-11-01,90,1,10,9,16,22,17,15.667,18.333,27
2025-12-01,90,1,11,21,9,16,23,15.333,19.5,16
2023-02-01,91,1,1,23,22,28,20,24.333,21.167,11
2023-03-01,91,1,2,22,23,22,10,22.333,22.5,24
2023-04-01,91,1,3,11,22,23,19,18.667,20.667,19
2023-05-01,91,1,4,24,11,22,20,19.0,21.667,13
2023-06-01,91,1,5,19,24,11,10,18.0,20.167,13
2023-07-01,91,1,6,13,19,24,17,18.667,18.667,20
2023-08-01,91,1,7,13,13,19,14,15.0,17.0,17
2023-09-01,91,1,8,20,13,13,22,15.333,16.667,15
2023-10-01,91,1,9,17,20,13,18,16.667,17.667,12
2023-11-01,91,1,10,15,17,20,28,17.333,16.167,20
2023-12-01,91,1,11,12,15,17,22,14.667,15.0,19
2024-01-01,91,1,12,20,12,15,23,15.667,16.167,17
2024-02-01,91,1,1,19,20,12,22,17.0,17.167,13
2024-03-01,91,1,2,17,19,20,11,18.667,16.667,16
2024-04-01,91,1,3,13,17,19,24,16.333,16.0,12
2024-05-01,91,1,4,16,13,17,19,15.333,16.167,18
2024-06-01,91,1,5,12,16,13,13,13.667,16.167,16
2024-07-01,91,1,6,18,12,16,13,15.333,15.833,28
2024-08-01,91,1,7,16,18,12,20,15.333,15.333,19
2024-09-01,91,1,8,28,16,18,17,20.667,17.167,22
2024-10-01,91,1,9,19,28,16,15,21.0,18.167,25
2024-11-01,91,1,10,22,19,28,12,23.0,19.167,14
2024-12-01,91,1,11,25,22,19,20,22.0,21.333,24
2025-01-01,91,1,12,14,25,22,19,20.333,20.667,22
2025-02-01,91,1,1,24,14,25,17,21.0,22.0,14
2025-03-01,91,1,2,22,24,14,13,20.0,21.0,19
2025-04-01,91,1,3,14,22,24,16,20.0,20.167,25
2025-05-01,91,1,4,19,14,22,12,18.333,19.667,15
2025-06-01,91,1,5,25,19,14,18,19.333,19.667,23
2025-07-01,91,1,6,15,25,19,16,19.667,19.833,19
2025-08-01,91,1,7,23,15,25,28,21.0,19.667,12
2025-09-01,91,1,8,19,23,15,19,19.0,19.167,22
2025-10-01,91,1,9,12,19,23,22,18.0,18.833,15
2025-11-01,91,1,10,22,12,19,25,17.667,19.333,16
2025-12-01,91,1,11,15,22,12,14,16.333,17.667,14
2023-02-01,92,1,1,11,16,19,19,15.333,17.167,19
2023-03-01,92,1,2,22,11,16,15,16.333,16.833,19
2023-04-01,92,1,3,19,22,11,24,17.333,17.5,17
2023-05-01,92,1,4,19,19,22,19,20.0,17.667,26
2023-06-01,92,1,5,17,19,19,13,18.333,17.333,20
2023-07-01,92,1,6,26,17,19,22,20.667,19.0,19
2023-08-01,92,1,7,20,26,17,24,21.0,20.5,13
2023-09-01,92,1,8,19,20,26,15,21.667,20.0,14
2023-10-01,92,1,9,13,19,20,18,17.333,19.0,17
2023-11-01,92,1,10,14,13,19,19,15.333,18.167,18
2023-12-01,92,1,11,17,14,13,16,14.667,18.167,27
2024-01-01,92,1,12,18,17,14,11,16.333,16.833,25
2024-02-01,92,1,1,27,18,17,22,20.667,18.0,19
2024-03-01,92,1,2,25,27,18,19,23.333,19.0,18
2024-04-01,92,1,3,19,25,27,19,23.667,20.0,21
2024-05-01,92,1,4,18,19,25,17,20.667,20.667,14
2024-06-01,92,1,5,21,18,19,26,19.333,21.333,19
2024-07-01,92,1,6,14,21,18,20,17.667,20.667,10
2024-08-01,92,1,7,19,14,21,19,18.0,19.333,20
2024-09-01,92,1,8,10,19,14,13,14.333,16.833,23
2024-10-01,92,1,9,20,10,19,14,16.333,17.0,19
2024-11-01,92,1,10,23,20,10,17,17.667,17.833,21
2024-12-01,92,1,11,19,23,20,18,20.667,17.5,19
2025-01-01,92,1,12,21,19,23,27,21.0,18.667,20
2025-02-01,92,1,1,19,21,19,25,19.667,18.667,19
2025-03-01,92,1,2,20,19,21,19,20.0,20.333,16
2025-04-01,92,1,3,19,20,19,18,19.333,20.167,21
2025-05-01,92,1,4,16,19,20,21,18.333,19.0,17
2025-06-01,92,1,5,21,16,19,14,18.667,19.333,19
2025-07-01,92,1,6,17,21,16,19,18.0,18.667,10
2025-08-01,92,1,7,19,17,21,10,19.0,18.667,26
2025-09-01,92,1,8,10,19,17,20,15.333,17.0,17
2025-10-01,92,1,9,26,10,19,23,18.333,18.167,23
2025-11-01,92,1,10,17,26,10,19,17.667,18.333,15
2025-12-01,92,1,11,23,17,26,21,22.0,18.667,24
2023-02-01,93,1,1,24,14,14,22,17.333,17.667,13
2023-03-01,93,1,2,19,24,14,14,19.0,17.0,25
2023-04-01,93,1,3,13,19,24,21,18.667,17.167,20
2023-05-01,93,1,4,25,13,19,24,19.0,18.167,30
2023-06-01,93,1,5,20,25,13,17,19.333,19.167,16
2023-07-01,93,1,6,30,20,25,17,25.0,21.833,16
2023-08-01,93,1,7,16,30,20,23,22.0,20.5,21
2023-09-01,93,1,8,16,16,30,12,20.667,20.0,16
2023-10-01,93,1,9,21,16,16,19,17.667,21.333,23
2023-11-01,93,1,10,16,21,16,14,17.667,19.833,23
2023-12-01,93,1,11,23,16,21,14,20.0,20.333,31
2024-01-01,93,1,12,23,23,16,24,20.667,19.167,12
2024-02-01,93,1,1,31,23,23,19,25.667,21.667,14
2024-03-01,93,1,2,12,31,23,13,22.0,21.0,19
2024-04-01,93,1,3,14,12,31,25,19.0,19.833,22
2024-05-01,93,1,4,19,14,12,20,15.0,20.333,24
2024-06-01,93,1,5,22,19,14,30,18.333,20.167,16
2024-07-01,93,1,6,24,22,19,16,21.667,20.333,19
2024-08-01,93,1,7,16,24,22,16,20.667,17.833,23
2024-09-01,93,1,8,19,16,24,21,19.667,19.0,20
2024-10-01,93,1,9,23,19,16,16,19.333,20.5,24
2024-11-01,93,1,10,20,23,19,23,20.667,20.667,23
2024-12-01,93,1,11,24,20,23,23,22.333,21.0,20
2025-01-01,93,1,12,23,24,20,31,22.333,20.833,18
2025-02-01,93,1,1,20,23,24,12,22.333,21.5,19
2025-03-01,93,1,2,18,20,23,14,20.333,21.333,22
2025-04-01,93,1,3,19,18,20,19,19.0,20.667,16
2025-05-01,93,1,4,22,19,18,22,19.667,21.0,18
2025-06-01,93,1,5,16,22,19,24,19.0,19.667,14
2025-07-01,93,1,6,18,16,22,16,18.667,18.833,21
2025-08-01,93,1,7,14,18,16,19,16.0,17.833,21
2025-09-01,93,1,8,21,14,18,23,17.667,18.333,22
2025-10-01,93,1,9,21,21,14,20,18.667,18.667,18
2025-11-01,93,1,10,22,21,21,24,21.333,18.667,22
2025-12-01,93,1,11,18,22,21,23,20.333,19.0,15
2023-02-01,94,1,1,17,17,18,15,17.333,16.5,19
2023-03-01,94,1,2,11,17,17,7,15.0,16.333,10
2023-04-01,94,1,3,19,11,17,11,15.667,17.333,20
2023-05-01,94,1,4,10,19,11,14,13.333,15.333,20
2023-06-01,94,1,5,20,10,19,19,16.333,15.667,28
2023-07-01,94,1,6,20,20,10,17,16.667,16.167,20
2023-08-01,94,1,7,28,20,20,12,22.667,18.0,17
2023-09-01,94,1,8,20,28,20,13,22.667,19.5,19
2023-10-01,94,1,9,17,20,28,22,21.667,19.167,27
2023-11-01,94,1,10,19,17,20,18,18.667,20.667,27
2023-12-01,94,1,11,27,19,17,17,21.0,21.833,19
2024-01-01,94,1,12,27,27,19,17,24.333,23.0,26
2024-02-01,94,1,1,19,27,27,11,24.333,21.5,21
2024-03-01,94,1,2,26,19,27,19,24.0,22.5,20
2024-04-01,94,1,3,21,26,19,10,22.0,23.167,22
2024-05-01,94,1,4,20,21,26,20,22.333,23.333,22
2024-06-01,94,1,5,22,20,21,20,21.0,22.5,15
2024-07-01,94,1,6,22,22,20,28,21.333,21.667,15
2024-08-01,94,1,7,15,22,22,20,19.667,21.0,31
2024-09-01,94,1,8,15,15,22,17,17.333,19.167,9
2024-10-01,94,1,9,31,15,15,19,20.333,20.833,22
2024-11-01,94,1,10,9,31,15,27,18.333,19.0,10
2024-12-01,94,1,11,22,9,31,27,20.667,19.0,21
2025-01-01,94,1,12,10,22,9,19,13.667,17.0,11
2025-02-01,94,1,1,21,10,22,26,17.667,18.0,13
2025-03-01,94,1,2,11,21,10,21,14.0,17.333,19
2025-04-01,94,1,3,13,11,21,20,15.0,14.333,20
2025-05-01,94,1,4,19,13,11,22,14.333,16.0,17
2025-06-01,94,1,5,20,19,13,22,17.333,15.667,22
2025-07-01,94,1,6,17,20,19,15,18.667,16.833,16
2025-08-01,94,1,7,22,17,20,15,19.667,17.0,21
2025-09-01,94,1,8,16,22,17,31,18.333,17.833,12
2025-10-01,94,1,9,21,16,22,9,19.667,19.167,10
2025-11-01,94,1,10,12,21,16,22,16.333,18.0,16
2025-12-01,94,1,11,10,12,21,10,14.333,16.333,17
2023-02-01,95,1,1,21,16,18,19,18.333,20.667,17
2023-03-01,95,1,2,16,21,16,18,17.667,18.167,15
2023-04-01,95,1,3,17,16,21,20,18.0,17.5,11
2023-05-01,95,1,4,15,17,16,15,16.0,17.167,21
2023-06-01,95,1,5,11,15,17,17,14.333,16.0,23
2023-07-01,95,1,6,21,11,15,25,15.667,16.833,25
2023-08-01,95,1,7,23,21,11,31,18.333,17.167,11
2023-09-01,95,1,8,25,23,21,21,23.0,18.667,13
2023-10-01,95,1,9,11,25,23,17,19.667,17.667,23
2023-11-01,95,1,10,13,11,25,18,16.333,17.333,15
2023-12-01,95,1,11,23,13,11,16,15.667,19.333,21
2024-01-01,95,1,12,15,23,13,21,17.0,18.333,16
2024-02-01,95,1,1,21,15,23,16,19.667,18.0,12
2024-03-01,95,1,2,16,21,15,17,17.333,16.5,21
2024-04-01,95,1,3,12,16,21,15,16.333,16.667,16
2024-05-01,95,1,4,21,12,16,11,16.333,18.0,26
2024-06-01,95,1,5,16,21,12,21,16.333,16.833,25
2024-07-01,95,1,6,26,16,21,23,21.0,18.667,17
2024-08-01,95,1,7,25,26,16,25,22.333,19.333,18
2024-09-01,95,1,8,17,25,26,11,22.667,19.5,16
2024-10-01,95,1,9,18,17,25,13,20.0,20.5,22
2024-11-01,95,1,10,16,18,17,23,17.0,19.667,20
2024-12-01,95,1,11,22,16,18,15,18.667,20.667,22
2025-01-01,95,1,12,20,22,16,21,19.333,19.667,25
2025-02-01,95,1,1,22,20,22,16,21.333,19.167,19
2025-03-01,95,1,2,25,22,20,12,22.333,20.5,16
2025-04-01,95,1,3,19,25,22,21,22.0,20.667,22
2025-05-01,95,1,4,16,19,25,16,20.0,20.667,15
2025-06-01,95,1,5,22,16,19,26,19.0,20.667,14
2025-07-01,95,1,6,15,22,16,25,17.667,19.833,21
2025-08-01,95,1,7,14,15,22,17,17.0,18.5,23
2025-09-01,95,1,8,21,14,15,18,16.667,17.833,17
2025-10-01,95,1,9,23,21,14,16,19.333,18.5,20
2025-11-01,95,1,10,17,23,21,22,20.333,18.667,24
2025-12-01,95,1,11,20,17,23,20,20.0,18.333,27
2023-02-01,96,1,1,22,23,16,16,20.333,21.0,16
2023-03-01,96,1,2,12,22,23,18,19.0,19.5,20
2023-04-01,96,1,3,16,12,22,26,16.667,17.667,23
2023-05-01,96,1,4,20,16,12,24,16.0,18.167,27
2023-06-01,96,1,5,23,20,16,21,19.667,19.333,17
2023-07-01,96,1,6,27,23,20,19,23.333,20.0,24
2023-08-01,96,1,7,17,27,23,21,22.333,19.167,17
2023-09-01,96,1,8,24,17,27,27,22.667,21.167,15
2023-10-01,96,1,9,17,24,17,17,19.333,21.333,24
2023-11-01,96,1,10,15,17,24,16,18.667,20.5,18
2023-12-01,96,1,11,24,15,17,23,18.667,20.667,14
2024-01-01,96,1,12,18,24,15,22,19.0,19.167,17
2024-02-01,96,1,1,14,18,24,12,18.667,18.667,16
2024-03-01,96,1,2,17,14,18,16,16.333,17.5,30
2024-04-01,96,1,3,16,17,14,20,15.667,17.333,24
2024-05-01,96,1,4,30,16,17,23,21.0,19.833,14
2024-06-01,96,1,5,24,30,16,27,23.333,19.833,13
2024-07-01,96,1,6,14,24,30,17,22.667,19.167,22
2024-08-01,96,1,7,13,14,24,24,17.0,19.0,23
2024-09-01,96,1,8,22,13,14,17,16.333,19.833,25
2024-10-01,96,1,9,23,22,13,15,19.333,21.0,17
2024-11-01,96,1,10,25,23,22,24,23.333,20.167,11
2024-12-01,96,1,11,17,25,23,18,21.667,19.0,19
2025-01-01,96,1,12,11,17,25,14,17.667,18.5,28
2025-02-01,96,1,1,19,11,17,17,15.667,19.5,17
2025-03-01,96,1,2,28,19,11,16,19.333,20.5,17
2025-04-01,96,1,3,17,28,19,30,21.333,19.5,20
2025-05-01,96,1,4,17,17,28,24,20.667,18.167,18
2025-06-01,96,1,5,20,17,17,14,18.0,18.667,20
2025-07-01,96,1,6,18,20,17,13,18.333,19.833,8
2025-08-01,96,1,7,20,18,20,22,19.333,20.0,20
2025-09-01,96,1,8,8,20,18,23,15.333,16.667,28
2025-10-01,96,1,9,20,8,20,25,16.0,17.167,18
2025-11-01,96,1,10,28,20,8,17,18.667,19.0,21
2025-12-01,96,1,11,18,28,20,11,22.0,18.667,28
2023-02-01,97,1,1,21,21,17,18,19.667,20.5,16
2023-03-01,97,1,2,25,21,21,6,22.333,20.5,19
2023-04-01,97,1,3,16,25,21,15,20.667,20.5,16
2023-05-01,97,1,4,19,16,25,15,20.0,19.833,21
2023-06-01,97,1,5,16,19,16,14,17.0,19.667,11
2023-07-01,97,1,6,21,16,19,20,18.667,19.667,15
2023-08-01,97,1,7,11,21,16,25,16.0,18.0,16
2023-09-01,97,1,8,15,11,21,16,15.667,16.333,11
2023-10-01,97,1,9,16,15,11,23,14.0,16.333,27
2023-11-01,97,1,10,11,16,15,17,14.0,15.0,19
2023-12-01,97,1,11,27,11,16,21,18.0,16.833,26
2024-01-01,97,1,12,19,27,11,21,19.0,16.5,13
2024-02-01,97,1,1,26,19,27,25,24.0,19.0,18
2024-03-01,97,1,2,13,26,19,16,19.333,18.667,20
2024-04-01,97,1,3,18,13,26,19,19.0,19.0,19
2024-05-01,97,1,4,20,18,13,16,17.0,20.5,23
2024-06-01,97,1,5,19,20,18,21,19.0,19.167,13
2024-07-01,97,1,6,23,19,20,11,20.667,19.833,20
2024-08-01,97,1,7,13,23,19,15,18.333,17.667,17
2024-09-01,97,1,8,20,13,23,16,18.667,18.833,20
2024-10-01,97,1,9,17,20,13,11,16.667,18.667,23
2024-11-01,97,1,10,20,17,20,27,19.0,18.667,14
2024-12-01,97,1,11,23,20,17,19,20.0,19.333,13
2025-01-01,97,1,12,14,23,20,26,19.0,17.833,20
2025-02-01,97,1,1,13,14,23,13,16.667,17.833,16
2025-03-01,97,1,2,20,13,14,18,15.667,17.833,19
2025-04-01,97,1,3,16,20,13,20,16.333,17.667,19
2025-05-01,97,1,4,19,16,20,19,18.333,17.5,20
2025-06-01,97,1,5,19,19,16,23,18.0,16.833,11
2025-07-01,97,1,6,20,19,19,13,19.333,17.833,19
2025-08-01,97,1,7,11,20,19,20,16.667,17.5,16
2025-09-01,97,1,8,19,11,20,17,16.667,17.333,14
2025-10-01,97,1,9,16,19,11,20,15.333,17.333,20
2025-11-01,97,1,10,14,16,19,23,16.333,16.5,18
2025-12-01,97,1,11,20,14,16,14,16.667,16.667,20
2023-02-01,98,1,1,25,19,23,21,22.333,20.5,15
2023-03-01,98,1,2,16,25,19,16,20.0,20.0,16
2023-04-01,98,1,3,15,16,25,22,18.667,19.333,16
2023-05-01,98,1,4,16,15,16,11,15.667,19.0,17
2023-06-01,98,1,5,16,16,15,20,15.667,17.833,25
2023-07-01,98,1,6,17,16,16,21,16.333,17.5,20
2023-08-01,98,1,7,25,17,16,19,19.333,17.5,16
2023-09-01,98,1,8,20,25,17,19,20.667,18.167,14
