target_month,station_id,district_id,month_number,current_count,lag_1,lag_2,lag_3,lag_12,rolling_mean_6,rolling_mean_12,rolling_std_12,anomaly_class
2024-12-01,143,7,12,8,8,7,5,8,8.833,7.917,3.029,0
2024-01-01,140,6,1,7,6,4,6,5,6.333,5.833,2.167,0
2023-11-01,150,8,11,10,8,10,3,2,7.667,6.583,2.968,0
2024-10-01,82,1,10,25,23,26,15,19,20.667,19.167,3.04,0
2025-09-01,36,1,9,14,19,12,16,24,17.333,17.833,4.97,0
2023-09-01,160,9,9,2,6,5,8,8,6.667,7.333,2.188,0
2025-04-01,3,1,4,20,27,15,21,19,18.333,19.0,3.954,0
2023-07-01,101,2,7,7,4,11,4,7,6.5,5.75,2.491,0
2024-07-01,56,1,7,13,23,14,17,27,19.833,20.917,5.299,0
2025-03-01,148,7,3,6,6,5,7,9,6.0,6.583,2.392,0
2025-11-01,11,1,11,28,17,16,19,17,17.833,18.583,4.926,0
2024-05-01,14,1,5,22,22,15,22,19,20.167,19.583,3.848,0
2025-07-01,6,1,7,11,22,10,17,22,16.0,17.333,3.627,0
2025-08-01,44,1,8,19,18,17,16,18,16.5,16.667,2.64,0
2025-02-01,1,1,2,25,16,16,26,15,19.333,18.083,4.122,0
2023-12-01,145,7,12,5,8,12,7,7,8.167,7.583,2.392,0
2023-06-01,39,1,6,23,13,22,16,20,17.0,17.333,2.64,1
2023-12-01,132,5,12,3,6,7,6,10,6.667,7.25,2.05,0
2025-07-01,147,7,7,4,10,4,12,9,6.5,7.917,3.502,0
2025-10-01,86,1,10,12,22,22,12,22,19.333,17.417,4.602,0
2023-02-01,15,1,2,16,17,15,15,8,17.167,18.833,5.654,0
2024-06-01,102,2,6,7,9,4,5,6,6.667,7.75,2.701,0
2023-09-01,63,1,9,28,14,14,14,21,17.833,18.917,3.502,1
2023-05-01,100,1,5,18,18,16,13,18,17.833,16.833,3.46,0
2025-06-01,124,4,6,7,2,4,8,7,4.0,5.25,2.667,0
2023-05-01,29,1,5,18,17,18,11,23,15.333,16.75,3.911,0
2025-04-01,130,5,4,10,7,5,11,11,7.0,8.667,3.055,0
2025-08-01,48,1,8,31,18,18,18,21,16.667,17.25,2.864,1
2023-04-01,154,8,4,11,2,12,8,6,6.5,6.5,2.646,0
2023-03-01,100,1,3,16,13,19,23,19,18.5,17.167,3.538,0
2024-05-01,78,1,5,13,23,20,24,14,22.667,20.083,3.728,0
2024-06-01,100,1,6,13,21,25,26,18,22.5,19.167,5.042,0
2023-01-01,50,1,1,16,20,21,14,13,18.5,19.417,3.848,0
2024-01-01,115,3,1,11,4,11,4,14,7.333,8.083,3.204,0
2024-08-01,156,8,8,6,11,6,5,9,6.667,7.5,2.468,0
2025-11-01,6,1,11,31,24,18,23,14,18.0,16.917,4.379,1
2023-04-01,78,1,4,22,15,16,14,12,15.667,16.0,4.134,0
2025-12-01,17,1,12,17,19,19,18,23,19.167,20.75,3.571,0
2025-09-01,4,1,9,13,18,14,17,14,15.5,16.333,3.42,0
2025-09-01,21,1,9,26,26,9,21,19,17.667,17.0,4.431,1
2024-08-01,94,1,8,31,15,15,22,17,19.167,20.833,4.218,1
2023-12-01,102,2,12,5,11,11,5,8,8.833,7.167,2.949,0
2023-08-01,107,2,8,4,8,4,6,7,6.167,5.75,2.006,0
2025-07-01,139,6,7,12,4,7,7,11,6.5,7.25,2.34,1
2023-09-01,131,5,9,5,9,6,3,7,6.0,6.0,1.907,0
2024-03-01,65,1,3,25,15,22,25,17,19.0,17.5,4.253,0
2023-10-01,91,1,10,12,15,17,20,28,16.167,18.917,5.195,0
2024-04-01,145,7,4,4,10,14,8,8,9.5,8.667,2.535,0
2023-04-01,56,1,4,14,17,20,22,22,17.5,18.667,4.008,0
2024-11-01,77,1,11,16,15,19,19,18,18.333,17.083,3.919,0
2023-08-01,146,7,8,10,6,5,9,8,7.333,7.167,3.38,0
2024-01-01,97,1,1,13,26,19,27,25,19.0,18.5,5.402,0
2023-05-01,141,7,5,10,4,8,3,4,3.667,4.917,3.088,0
2025-06-01,90,1,6,29,20,14,19,23,19.833,19.667,3.725,1
2023-12-01,54,1,12,21,23,21,13,24,20.667,19.667,7.037,0
2025-04-01,134,6,4,13,2,6,8,3,5.667,6.333,3.2,1
2025-01-01,32,1,1,21,16,17,25,19,18.833,18.333,4.163,0
2023-12-01,140,6,12,6,4,6,5,7,5.833,5.917,2.193,0
2025-06-01,49,1,6,19,23,17,21,19,19.333,16.833,4.086,0
2024-02-01,8,1,2,33,24,28,19,15,20.833,20.333,4.539,1
2025-06-01,138,6,6,10,4,9,8,9,7.5,7.5,1.732,0
2025-07-01,146,7,7,9,9,10,7,9,7.333,6.583,2.275,0
2024-11-01,5,1,11,13,20,15,12,20,18.667,19.25,4.864,0
2023-11-01,33,1,11,16,16,20,20,21,17.667,19.0,3.568,0
2025-08-01,159,9,8,8,5,6,6,7,5.5,6.25,2.34,0
2024-02-01,66,1,2,17,16,22,19,15,19.0,18.25,2.768,0
2023-04-01,13,1,4,11,17,11,19,31,18.167,18.417,5.501,0
2023-06-01,120,4,6,14,8,5,4,7,5.833,6.5,2.393,1
2023-02-01,101,2,2,10,5,6,4,5,4.667,5.417,2.234,1
2023-11-01,70,1,11,28,25,21,25,14,22.0,20.083,5.435,0
2025-10-01,53,1,10,25,17,23,16,10,17.333,16.583,3.315,1
2023-12-01,30,1,12,14,21,16,19,26,21.0,19.917,5.501,0
2023-12-01,62,1,12,17,17,19,14,27,17.167,17.083,3.919,0
2024-03-01,120,4,3,8,4,5,7,4,5.667,6.75,2.864,0
2025-03-01,11,1,3,31,21,17,18,24,18.5,19.5,2.747,1
2025-05-01,62,1,5,18,21,20,16,15,18.5,17.583,4.522,0
2024-08-01,161,9,8,6,3,11,8,8,7.0,7.083,3.476,0
2025-04-01,138,6,4,9,8,9,6,11,7.333,7.667,1.969,0
2025-10-01,154,8,10,7,9,6,5,9,6.167,5.833,2.48,0
2023-09-01,12,1,9,18,16,20,18,28,17.833,17.5,4.011,0
2025-01-01,158,9,1,5,5,5,7,8,6.333,6.917,1.676,0
2023-04-01,120,4,4,5,4,5,4,7,6.833,6.417,2.353,0
2025-09-01,31,1,9,20,23,14,14,17,14.0,16.583,5.435,0
2023-02-01,34,1,2,8,25,18,18,15,18.667,16.833,4.877,0
2024-01-01,117,4,1,13,7,5,8,7,7.5,7.167,1.85,1
2025-08-01,111,3,8,10,7,7,5,7,6.167,6.167,1.337,1
2023-09-01,5,1,9,12,16,17,18,17,17.5,18.333,3.025,0
2023-09-01,138,6,9,4,5,4,10,7,7.0,7.75,2.563,0
2024-12-01,50,1,12,29,26,10,21,17,16.667,16.583,5.838,1
2024-02-01,19,1,2,14,18,20,17,17,19.0,18.417,4.231,0
2023-08-01,34,1,8,30,23,22,19,20,19.667,19.167,4.821,1
2023-11-01,115,3,11,11,4,8,8,7,7.5,8.0,2.86,0
2025-05-01,148,7,5,12,4,6,6,4,5.667,6.167,2.368,1
2024-12-01,103,2,12,5,8,9,4,7,7.333,8.5,2.541,0
2024-03-01,47,1,3,28,17,19,24,20,18.5,18.167,2.725,1
2024-05-01,47,1,5,22,19,28,17,19,20.667,18.667,3.869,0
2024-03-01,151,8,3,7,10,8,5,3,7.0,7.083,3.502,0
2024-08-01,87,1,8,30,14,22,18,20,17.167,17.333,2.64,1
2025-08-01,39,1,8,29,15,14,21,18,18.167,17.417,3.315,1
2025-12-01,120,4,12,6,6,5,6,5,5.5,6.75,2.563,0
2024-12-01,65,1,12,21,18,14,20,25,18.833,18.917,4.852,0
2024-03-01,158,9,3,8,6,8,8,5,6.333,5.75,1.603,0
2023-11-01,158,9,11,4,6,6,5,5,5.667,5.583,1.505,0
2024-11-01,142,7,11,12,2,8,8,4,7.0,7.083,2.712,0
2025-01-01,104,2,1,12,7,9,12,3,6.5,5.667,3.055,1
2023-01-01,142,7,1,10,8,4,5,7,6.167,6.583,1.676,1
2023-08-01,126,5,8,11,6,4,3,6,4.5,6.0,1.954,1
2023-06-01,154,8,6,6,3,11,2,7,7.0,6.417,3.059,0
2025-09-01,50,1,9,18,9,28,29,21,20.0,19.583,7.267,0
2024-03-01,42,1,3,18,17,14,27,23,18.833,17.667,5.245,0
2025-11-01,65,1,11,29,22,14,25,18,21.333,20.25,3.696,1
2023-09-01,31,1,9,20,21,18,21,11,19.167,18.833,3.738,0
2024-12-01,27,1,12,21,20,16,15,15,18.0,18.25,2.261,0
2023-05-01,43,1,5,19,13,13,14,15,14.5,16.917,4.522,0
2025-06-01,39,1,6,14,21,21,19,20,17.833,18.167,3.07,0
2024-07-01,161,9,7,3,11,8,10,9,7.167,7.583,3.26,0
2024-09-01,13,1,9,18,13,20,23,20,17.667,18.667,4.292,0
2025-11-01,3,1,11,16,14,12,20,20,16.833,18.167,4.668,0
2024-09-01,94,1,9,9,31,15,15,19,20.833,22.0,4.936,0
2023-10-01,142,7,10,8,10,11,8,5,8.167,6.75,3.223,0
2023-01-01,72,1,1,23,17,17,15,16,16.833,16.167,2.517,1
2023-07-01,140,6,7,9,3,10,4,9,5.333,6.083,2.353,0
2025-07-01,14,1,7,11,12,13,25,14,18.167,16.25,4.77,0
2023-12-01,65,1,12,25,20,14,18,22,16.167,16.917,3.554,1
2023-09-01,58,1,9,23,21,16,17,21,18.333,18.333,4.438,0
2024-05-01,44,1,5,17,20,16,24,23,17.833,18.083,3.423,0
2024-08-01,159,9,8,7,11,3,5,7,7.167,7.083,3.147,0
2025-10-01,27,1,10,27,19,24,20,16,19.833,18.417,3.175,1
2025-12-01,4,1,12,17,18,15,13,11,15.833,15.667,2.605,0
2025-09-01,62,1,9,25,24,16,25,16,20.667,18.833,5.114,0
2024-10-01,125,5,10,5,6,4,4,7,6.167,6.083,2.466,0
2023-11-01,68,1,11,29,19,20,23,17,18.167,18.167,4.448,1
2025-08-01,127,5,8,9,6,8,6,4,5.833,6.5,2.812,0
2025-02-01,62,1,2,16,29,12,13,23,16.833,17.5,5.196,0
2023-06-01,32,1,6,29,22,21,25,26,20.667,20.0,5.205,0
2024-03-01,56,1,3,30,14,21,20,17,19.167,19.833,4.448,1
2023-01-01,136,6,1,9,6,7,6,6,6.333,6.5,1.931,0
2024-02-01,35,1,2,21,20,16,16,19,19.0,18.667,3.085,0
2023-05-01,140,6,5,10,4,6,4,6,5.667,6.0,1.809,1
2023-01-01,73,1,1,13,22,12,25,11,19.5,19.0,4.671,0
2024-01-01,162,9,1,9,14,5,4,4,7.833,6.167,3.099,0
2025-05-01,122,4,5,5,4,10,4,7,6.833,7.583,3.476,0
2025-10-01,139,6,10,6,8,9,12,9,7.833,7.833,2.29,0
2024-01-01,23,1,1,23,14,13,22,16,17.167,17.333,2.57,1
2023-10-01,123,4,10,11,9,5,8,10,6.833,7.583,2.968,0
2025-03-01,40,1,3,14,21,21,18,17,19.167,18.167,2.48,0
2025-02-01,54,1,2,21,24,19,17,10,19.333,17.917,4.621,0
2025-07-01,11,1,7,15,16,24,12,21,20.167,19.083,4.963,0
2025-07-01,108,2,7,11,5,9,2,7,4.667,5.417,2.539,1
2025-04-01,55,1,4,24,21,17,17,18,17.667,18.333,2.015,1
2025-07-01,2,1,7,26,22,22,16,14,18.5,18.5,3.656,1
2025-02-01,150,8,2,11,8,5,9,5,8.333,7.417,3.232,0
2024-07-01,58,1,7,25,24,20,24,16,17.5,18.333,4.579,0
2023-12-01,26,1,12,30,24,23,19,21,18.167,19.583,4.274,1
2025-07-01,136,6,7,11,7,10,4,5,7.0,6.0,2.0,1
2024-04-01,104,2,4,2,5,6,3,7,6.5,6.917,3.288,0
2025-03-01,141,7,3,8,7,11,8,7,6.833,6.75,2.221,0
2023-03-01,87,1,3,12,14,16,14,15,14.167,16.583,4.889,0
2025-05-01,153,8,5,10,5,10,3,8,6.833,8.083,4.441,0
2025-10-01,148,7,10,4,11,6,3,8,6.333,6.333,2.934,0
2023-10-01,85,1,10,19,15,19,14,16,14.167,15.833,3.857,0
2025-01-01,14,1,1,20,13,11,19,20,14.333,17.167,4.064,0
2025-06-01,158,9,6,11,7,6,5,8,5.333,6.083,1.443,1
2025-05-01,7,1,5,17,17,23,12,17,16.333,18.167,4.509,0
2023-08-01,37,1,8,17,17,19,18,24,20.167,19.583,4.502,0
2024-02-01,163,9,2,12,7,3,7,5,5.833,6.583,2.275,1
2024-10-01,84,1,10,29,12,21,26,26,18.5,18.083,4.795,1
2023-01-01,71,1,1,29,22,12,23,22,17.5,17.75,4.159,1
2024-08-01,86,1,8,14,17,20,16,13,16.833,18.083,2.999,0
2024-12-01,42,1,12,17,19,24,12,27,18.667,17.917,4.602,0
2025-07-01,154,8,7,5,3,9,5,3,5.667,5.167,2.823,0
2025-07-01,107,2,7,5,4,7,6,7,7.0,7.167,1.85,0
2023-06-01,25,1,6,26,15,18,16,17,17.167,17.667,4.119,1
2025-10-01,129,5,10,8,6,9,3,4,6.833,5.75,3.019,0
2025-11-01,111,3,11,9,4,12,10,8,7.5,6.833,2.443,0
2025-11-01,103,2,11,5,8,3,8,8,5.833,5.917,2.429,0
2025-03-01,21,1,3,15,13,16,17,19,16.333,18.667,4.25,0
2023-07-01,134,6,7,6,6,5,8,9,7.167,7.0,2.86,0
2025-03-01,146,7,3,7,5,6,8,6,5.667,6.917,2.906,0
2024-01-01,81,1,1,26,17,18,18,16,16.833,16.5,2.812,1
2023-12-01,42,1,12,27,11,23,21,17,17.5,17.583,5.089,0
2024-08-01,23,1,8,18,7,16,26,19,17.833,17.833,5.766,0
2024-03-01,52,1,3,18,18,16,15,19,17.167,17.833,3.563,0
2025-05-01,156,8,5,7,10,9,6,5,8.667,8.333,2.425,0
2023-08-01,156,8,8,9,3,9,9,10,7.167,6.833,2.25,0
2024-07-01,88,1,7,21,20,22,22,20,19.167,18.667,3.42,0
2025-09-01,5,1,9,23,23,23,25,15,21.5,19.417,5.089,0
2024-01-01,10,1,1,31,24,19,16,18,15.333,17.417,5.961,1
2023-01-01,18,1,1,22,16,21,14,21,15.167,17.0,4.991,0
2025-03-01,18,1,3,33,21,23,17,23,19.333,18.917,4.337,1
2024-04-01,15,1,4,14,15,17,15,23,17.5,19.417,4.719,0
2023-09-01,119,4,9,9,7,10,8,9,7.5,6.75,2.179,0
2023-09-01,113,3,9,7,7,8,3,2,6.833,6.333,2.674,0
2023-11-01,40,1,11,24,11,11,24,22,19.0,20.417,7.025,0
2023-12-01,68,1,12,14,29,19,20,20,20.0,19.167,5.408,0
2025-06-01,18,1,6,22,25,17,33,11,22.667,19.5,6.023,0
2025-09-01,14,1,9,16,21,11,12,17,17.667,16.75,4.993,0
2025-12-01,57,1,12,17,20,18,10,18,17.0,16.917,3.476,0
2024-11-01,126,5,11,6,8,9,9,14,7.0,7.417,3.204,0
2023-12-01,17,1,12,21,19,15,17,18,18.5,19.75,4.093,0
2024-01-01,51,1,1,17,25,28,27,27,23.5,21.333,4.755,0
2025-04-01,67,1,4,10,22,15,28,12,21.5,21.083,5.017,0
2023-02-01,66,1,2,15,12,19,18,18,16.333,17.667,4.979,0
2025-08-01,20,1,8,26,17,28,16,10,17.5,16.083,4.795,1
2025-12-01,99,1,12,25,15,12,23,12,15.167,15.083,3.397,1
2025-05-01,128,5,5,14,4,4,8,6,6.0,5.75,1.913,1
2023-05-01,102,2,5,5,6,3,3,4,6.0,6.0,2.374,0
2023-07-01,20,1,7,24,11,19,15,16,18.5,17.833,4.407,0
2023-04-01,128,5,4,4,6,5,7,1,6.167,6.583,2.234,0
2025-09-01,163,9,9,6,5,5,11,8,7.667,6.417,3.63,0
2025-03-01,133,6,3,7,9,9,2,9,5.833,7.667,3.257,0
2024-12-01,3,1,12,14,20,13,18,17,18.833,18.417,2.539,0
2024-04-01,100,1,4,25,26,24,24,18,18.833,18.333,4.638,0
2025-10-01,88,1,10,27,15,18,19,24,18.833,18.583,3.872,1
2024-12-01,72,1,12,22,16,10,21,30,14.667,17.5,5.776,0
2023-12-01,127,5,12,5,4,5,9,6,7.167,8.0,2.73,0
2025-02-01,115,3,2,4,4,7,8,6,7.0,6.167,2.887,0
2024-04-01,137,6,4,4,7,4,3,7,6.5,6.583,2.065,0
2025-10-01,159,9,10,5,5,8,5,3,6.0,5.917,2.109,0
2024-12-01,149,8,12,11,6,9,7,5,7.0,6.583,1.832,1
2025-02-01,162,9,2,3,8,3,11,7,8.0,7.417,3.118,0
2023-02-01,157,9,2,2,6,5,5,13,6.167,6.583,3.655,0
2023-07-01,76,1,7,10,16,29,27,19,20.333,17.583,5.728,0
2023-11-01,42,1,11,11,23,21,17,17,18.0,18.083,4.66,0
2024-10-01,102,2,10,9,2,3,11,11,6.0,7.083,3.288,0
2024-04-01,115,3,4,9,5,6,11,9,6.833,7.583,2.937,0
2025-02-01,47,1,2,24,20,15,15,17,17.833,19.833,4.196,0
2024-05-01,25,1,5,24,20,22,10,15,16.5,16.583,4.719,0
2024-08-01,137,6,8,8,9,7,6,7,6.167,6.5,2.067,0
2024-04-01,9,1,4,27,21,21,20,23,20.5,19.0,3.742,1
2023-03-01,72,1,3,33,15,23,17,19,17.5,17.083,2.712,1
2024-10-01,23,1,10,15,17,18,7,22,17.167,17.833,5.734,0
2023-01-01,134,6,1,11,8,5,10,5,6.833,6.333,2.229,1
2024-03-01,74,1,3,23,14,23,21,20,19.333,18.083,3.801,0
2025-06-01,118,4,6,11,4,8,5,8,6.0,5.667,2.871,0
2023-02-01,9,1,2,19,26,16,11,17,17.333,18.833,5.606,0
2024-12-01,145,7,12,5,8,8,6,5,7.0,7.5,2.714,0
2024-11-01,29,1,11,18,15,23,18,9,21.667,19.75,4.883,0
2023-03-01,105,2,3,13,8,4,5,5,7.0,6.333,2.57,1
2025-12-01,63,1,12,27,20,15,20,15,19.167,19.167,3.353,1
2023-10-01,62,1,10,19,14,20,16,19,16.333,17.25,3.957,0
2025-07-01,84,1,7,25,21,18,27,26,19.833,20.0,5.063,0
2025-04-01,152,8,4,5,8,3,8,5,8.5,6.833,3.271,0
2023-05-01,101,2,5,11,4,5,10,7,5.667,5.417,1.929,1
2024-01-01,157,9,1,12,6,9,13,6,8.0,6.333,2.807,1
2024-08-01,151,8,8,7,5,5,3,3,5.833,5.833,2.657,0
2024-04-01,64,1,4,17,12,15,19,17,18.333,17.833,3.881,0
2023-10-01,36,1,10,15,22,24,18,15,20.5,17.917,3.502,0
2024-03-01,19,1,3,28,14,18,20,21,17.667,18.167,4.407,1
2025-12-01,157,9,12,6,7,1,12,7,7.5,7.5,3.705,0
2024-10-01,36,1,10,15,24,10,23,15,18.333,18.333,4.438,0
2023-02-01,121,4,2,7,10,4,10,3,9.0,7.5,3.233,0
2024-04-01,94,1,4,22,20,21,26,20,23.333,22.0,3.838,0
2024-08-01,67,1,8,25,20,26,21,23,20.667,20.417,4.122,0
2023-10-01,23,1,10,22,16,19,19,18,17.833,17.667,1.497,1
2025-03-01,155,8,3,5,5,7,7,6,7.167,7.667,2.674,0
2025-08-01,89,1,8,30,23,28,23,16,20.333,20.0,4.306,1
2023-12-01,2,1,12,13,14,15,21,14,20.0,19.25,4.845,0
2023-12-01,98,1,12,27,13,18,14,25,17.667,17.583,3.895,1
2025-08-01,8,1,8,25,21,18,20,20,18.5,18.917,2.968,1
2023-02-01,42,1,2,14,26,17,17,22,19.333,19.417,5.744,0
2023-07-01,24,1,7,26,18,20,20,18,18.5,19.0,2.985,1
2024-01-01,105,2,1,16,7,10,7,4,7.333,6.917,2.712,1
2024-04-01,19,1,4,27,28,14,18,11,19.5,18.75,5.207,0
2024-06-01,86,1,6,20,16,16,18,13,17.167,17.667,3.284,0
2025-07-01,78,1,7,18,16,25,19,16,17.667,17.75,4.288,0
2024-07-01,143,7,7,13,9,1,7,9,7.167,7.833,3.01,0
2025-05-01,39,1,5,21,21,19,19,22,16.833,18.25,3.166,0
2025-10-01,124,4,10,8,5,6,5,10,4.833,5.417,2.503,0
2024-08-01,93,1,8,23,19,16,24,21,19.0,20.0,5.17,0
2024-01-01,145,7,1,8,5,8,12,8,7.5,7.417,2.503,0
2024-02-01,50,1,2,19,24,17,18,15,18.667,18.167,4.821,0
2024-08-01,148,7,8,12,4,8,4,4,6.0,5.083,1.881,1
2025-04-01,120,4,4,7,5,11,8,6,6.667,6.833,2.48,0
2024-05-01,5,1,5,24,12,27,20,24,19.833,18.417,4.522,0
2023-12-01,121,4,12,10,4,8,5,4,6.0,6.25,1.815,1
2023-02-01,14,1,2,29,16,17,22,11,16.667,16.5,4.815,1
2024-09-01,10,1,9,27,16,14,16,8,17.667,18.167,6.147,0
2024-02-01,41,1,2,21,19,16,20,11,19.5,18.5,3.705,0
2023-10-01,122,4,10,12,12,5,3,8,6.167,6.333,2.57,1
2025-06-01,20,1,6,28,16,15,14,16,16.0,14.917,2.937,1
2024-06-01,97,1,6,13,23,19,20,11,19.833,18.167,5.323,0
2023-04-01,137,6,4,7,5,11,5,4,7.833,7.833,2.823,0
2025-08-01,22,1,8,19,17,22,13,20,16.667,18.417,4.461,0
2025-07-01,66,1,7,17,14,12,22,21,17.667,18.25,4.159,0
2023-06-01,36,1,6,20,21,18,18,28,17.0,17.833,4.668,0
2025-01-01,78,1,1,19,17,14,18,23,17.833,18.417,4.358,0
2025-02-01,73,1,2,16,21,20,9,15,15.667,16.75,3.98,0
2023-09-01,4,1,9,18,15,19,19,18,17.333,17.833,4.13,0
2024-11-01,35,1,11,12,22,26,20,16,21.5,20.667,4.638,0
2025-02-01,90,1,2,20,26,20,23,16,21.167,20.75,5.594,0
2024-07-01,91,1,7,28,16,18,12,20,15.333,16.25,2.832,1
2023-10-01,86,1,10,22,22,13,19,22,18.333,17.5,4.359,0
2025-09-01,68,1,9,19,21,27,14,20,20.0,18.917,4.889,0
2025-05-01,163,9,5,9,13,3,3,5,6.167,6.333,3.676,0
2024-08-01,33,1,8,18,19,23,28,20,20.5,19.333,4.539,0
2023-05-01,106,2,5,5,7,6,8,9,6.333,7.0,2.558,0
2025-11-01,86,1,11,26,12,22,22,14,18.333,16.583,4.602,1
2025-09-01,2,1,9,21,17,26,22,19,20.333,19.5,3.943,0
2023-05-01,125,5,5,10,8,10,7,7,7.667,7.333,1.826,0
2024-11-01,71,1,11,10,13,24,16,20,19.833,19.667,4.03,0
2025-05-01,55,1,5,26,24,21,17,21,19.0,18.833,2.588,1
2025-07-01,153,8,7,1,5,10,5,8,6.167,7.917,4.562,0
2025-02-01,154,8,2,4,6,1,6,5,5.167,5.833,3.099,0
2025-01-01,26,1,1,23,16,19,14,19,17.333,17.917,1.881,1
2023-12-01,85,1,12,27,16,19,15,18,16.167,16.333,3.846,1
2024-08-01,92,1,8,20,10,19,14,13,16.833,17.917,4.889,0
2025-06-01,113,3,6,9,3,8,4,5,5.167,4.917,1.929,1
2023-10-01,27,1,10,15,11,18,15,20,16.0,18.5,4.583,0
2024-03-01,5,1,3,27,20,18,22,15,17.833,17.667,3.393,1
2025-05-01,142,7,5,9,5,5,9,8,7.333,7.167,2.691,0
2024-02-01,85,1,2,15,24,27,16,24,20.0,17.583,5.316,0
2023-12-01,100,1,12,15,10,14,20,23,15.833,16.833,3.46,0
2025-04-01,132,5,4,13,10,9,7,4,7.333,7.0,2.296,1
2025-07-01,145,7,7,8,9,5,12,9,7.5,7.167,2.167,0
2025-12-01,22,1,12,14,27,22,18,28,20.833,19.833,4.802,0
2023-06-01,4,1,6,19,21,17,13,17,17.667,17.417,4.166,0
2025-06-01,126,5,6,7,11,5,7,3,8.167,7.417,2.275,0
2024-04-01,157,9,4,7,10,4,12,7,9.0,7.5,2.97,0
2025-04-01,106,2,4,9,4,5,11,9,6.667,8.0,2.73,0
2025-07-01,37,1,7,11,16,19,19,20,18.167,19.167,2.949,0
2025-05-01,136,6,5,10,4,9,5,9,5.667,5.833,1.801,1
2023-02-01,85,1,2,24,18,18,13,19,17.333,17.5,2.611,1
2024-08-01,96,1,8,23,22,13,14,17,19.833,18.667,5.211,0
2023-02-01,28,1,2,19,18,13,15,14,15.333,15.667,4.185,0
2025-05-01,1,1,5,27,20,21,25,19,20.667,19.417,4.379,0
2023-11-01,105,2,11,10,7,8,5,7,6.333,6.5,2.576,0
2023-12-01,67,1,12,17,17,24,18,25,19.833,20.917,3.728,0
2024-04-01,98,1,4,23,19,13,30,16,20.0,19.0,5.576,0
2023-03-01,53,1,3,23,13,14,16,15,18.167,19.167,5.132,0
2024-06-01,49,1,6,19,25,15,20,16,19.333,19.25,5.048,0
2024-12-01,83,1,12,27,17,18,14,10,15.667,16.167,4.877,1
2023-05-01,85,1,5,8,15,16,24,21,17.333,17.75,3.306,0
2024-04-01,48,1,4,17,19,26,20,14,20.667,18.5,4.815,0
2024-05-01,27,1,5,19,18,21,20,18,18.667,17.083,2.811,0
2024-10-01,18,1,10,19,23,18,14,17,18.5,18.667,4.228,0
2024-03-01,48,1,3,19,26,20,26,21,19.667,18.667,4.868,0
2023-03-01,104,2,3,14,6,9,5,6,9.167,8.083,2.843,1
2025-10-01,31,1,10,22,20,23,14,18,15.167,16.833,5.524,0
2025-05-01,81,1,5,27,18,25,22,22,17.833,18.083,4.4,1
2023-11-01,45,1,11,22,25,11,15,14,16.167,16.75,4.137,0
2023-03-01,110,3,3,3,3,7,7,9,6.0,6.583,3.029,0
2025-05-01,109,3,5,12,4,8,12,4,7.0,6.75,2.179,1
2023-03-01,66,1,3,20,15,12,19,13,16.167,17.417,5.035,0
2025-04-01,145,7,4,12,7,5,7,4,6.667,6.417,1.505,1
2024-09-01,153,8,9,20,6,8,9,6,6.833,6.5,1.508,1
2025-01-01,136,6,1,7,3,6,5,9,5.0,6.0,2.216,0
2024-04-01,151,8,4,5,7,10,8,5,7.667,7.417,3.26,0
2024-06-01,69,1,6,25,16,19,23,16,20.0,19.167,2.125,1
2024-06-01,111,3,6,11,7,7,5,8,5.333,6.5,2.067,1
2024-05-01,115,3,5,2,9,5,6,12,7.667,7.583,2.937,0
2025-06-01,129,5,6,13,6,4,4,11,5.333,5.25,2.633,1
2024-05-01,67,1,5,21,12,19,26,17,18.833,19.333,4.271,0
2025-08-01,115,3,8,7,8,5,11,12,6.0,6.5,3.06,0
2025-04-01,154,8,4,5,7,4,6,6,5.5,5.917,3.147,0
2025-08-01,106,2,8,10,6,7,6,10,6.167,7.167,2.517,0
2024-03-01,118,4,3,11,7,7,7,4,6.5,6.417,1.379,1
2024-08-01,13,1,8,13,20,23,22,15,19.0,18.833,4.086,0
2024-11-01,1,1,11,26,26,13,19,12,18.167,16.917,3.728,1
2024-02-01,62,1,2,23,21,17,17,16,18.0,16.583,2.746,1
2023-09-01,156,8,9,8,9,3,9,6,7.667,6.75,2.137,0
2024-02-01,53,1,2,21,21,18,15,13,17.0,18.25,4.845,0
2023-09-01,140,6,9,5,8,9,3,6,6.667,6.083,2.353,0
2024-11-01,32,1,11,17,25,11,23,18,19.667,18.417,4.144,0
2025-08-01,36,1,8,19,12,16,18,10,17.0,17.083,5.435,0
2024-06-01,112,3,6,6,5,8,11,6,6.833,6.5,2.316,0
2025-02-01,25,1,2,11,20,13,18,10,17.833,17.75,4.615,0
2023-03-01,123,4,3,14,4,4,8,9,7.0,7.75,3.137,0
2025-03-01,22,1,3,17,14,24,28,11,19.167,17.75,4.731,0
2023-06-01,95,1,6,23,21,11,15,25,16.833,19.083,5.213,0
2024-04-01,49,1,4,15,20,18,24,16,20.667,18.25,5.048,0
2023-11-01,140,6,11,4,6,5,8,8,6.833,6.25,2.179,0
2024-06-01,115,3,6,8,2,9,5,4,6.167,6.75,2.989,0
2024-06-01,55,1,6,20,21,18,14,16,17.0,16.75,3.545,0
2025-05-01,85,1,5,18,18,19,17,19,20.667,20.0,3.693,0
2025-03-01,107,2,3,10,8,7,6,6,7.5,7.667,1.923,0
