ArrestSurrenderID,CaseMasterID,AccusedMasterID,ArrestSurrenderDate,ArrestType
61234,49989,87361,2024-02-03,Arrest
61235,49989,87362,2024-03-31,Arrest
61236,49990,87363,2025-01-20,Arrest
61237,49991,87364,2022-04-02,Arrest
61238,49992,87365,2023-12-11,Arrest
61239,49993,87366,2022-03-31,Surrender
61240,49994,87368,2025-10-09,Surrender
61241,49994,87369,2025-11-15,Arrest
61242,49995,87371,2024-06-25,Arrest
61243,49995,87372,2024-06-28,Arrest
61244,49996,87373,2026-06-30,Surrender
61245,49996,87374,2026-06-30,Arrest
61246,49997,87375,2024-08-11,Arrest
61247,49997,87376,2024-10-11,Surrender
61248,49998,87377,2024-10-10,Arrest
61249,49999,87379,2022-05-30,Arrest
61250,50000,87380,2024-11-04,Arrest
61251,50002,87382,2024-08-30,Surrender
61252,50002,87383,2024-08-16,Surrender
61253,50003,87384,2025-06-18,Arrest
61254,50003,87385,2025-06-17,Arrest
61255,50005,87388,2023-10-08,Arrest
61256,50006,87389,2025-05-22,Arrest
61257,50007,87390,2022-12-24,Arrest
61258,50007,87391,2022-10-20,Arrest
61259,50008,87392,2024-06-15,Arrest
61260,50009,87394,2026-02-12,Arrest
61261,50010,87395,2022-09-07,Surrender
61262,50010,87396,2022-10-14,Arrest
61263,50011,87397,2026-06-13,Surrender
61264,50012,87398,2025-02-20,Arrest
61265,50013,87399,2023-06-29,Arrest
61266,50013,87400,2023-05-03,Arrest
61267,50014,87401,2023-10-31,Surrender
61268,50014,87402,2023-09-11,Surrender
61269,50015,87403,2025-07-06,Arrest
61270,50015,87404,2025-07-18,Arrest
61271,50017,87406,2022-06-03,Arrest
61272,50018,87407,2023-11-22,Arrest
61273,50020,87409,2022-09-20,Arrest
61274,50023,87412,2024-10-21,Arrest
61275,50023,87413,2024-11-13,Arrest
61276,50025,87415,2026-05-20,Surrender
61277,50025,87416,2026-05-13,Arrest
61278,50026,87417,2023-04-04,Surrender
61279,50026,87418,2023-03-22,Arrest
61280,50027,87419,2025-11-09,Arrest
61281,50027,87420,2025-11-28,Arrest
61282,50029,87423,2025-10-25,Arrest
61283,50030,87424,2023-09-19,Arrest
61284,50031,87425,2023-06-21,Surrender
61285,50031,87426,2023-05-28,Arrest
61286,50032,87427,2022-05-02,Arrest
61287,50032,87428,2022-06-09,Arrest
61288,50034,87431,2022-03-11,Arrest
61289,50035,87432,2022-05-08,Arrest
61290,50035,87433,2022-05-08,Surrender
61291,50035,87434,2022-04-16,Surrender
61292,50036,87435,2024-02-28,Arrest
61293,50036,87436,2024-02-21,Arrest
61294,50037,87437,2025-11-29,Arrest
61295,50037,87438,2025-12-12,Surrender
61296,50037,87439,2025-11-05,Arrest
61297,50038,87440,2022-08-24,Arrest
61298,50038,87441,2022-09-10,Arrest
61299,50040,87445,2025-11-18,Surrender
61300,50041,87446,2024-03-23,Arrest
61301,50041,87447,2024-03-06,Arrest
61302,50042,87449,2025-04-02,Arrest
61303,50043,87450,2023-09-13,Surrender
61304,50044,87451,2023-09-02,Arrest
61305,50044,87452,2023-09-30,Arrest
61306,50044,87453,2023-07-29,Arrest
61307,50044,87454,2023-09-17,Arrest
61308,50045,87455,2022-04-03,Arrest
61309,50045,87456,2022-04-08,Arrest
61310,50046,87457,2024-03-30,Arrest
61311,50047,87459,2024-04-29,Arrest
61312,50047,87460,2024-04-21,Surrender
61313,50048,87461,2026-05-01,Arrest
61314,50048,87462,2026-06-30,Arrest
61315,50049,87463,2023-08-16,Arrest
61316,50050,87467,2024-12-25,Arrest
61317,50051,87468,2025-11-16,Arrest
61318,50051,87469,2025-11-28,Arrest
61319,50052,87470,2026-06-30,Surrender
61320,50052,87471,2026-06-22,Arrest
61321,50053,87472,2025-11-04,Surrender
61322,50053,87473,2025-10-21,Arrest
61323,50054,87474,2022-11-15,Arrest
61324,50054,87475,2022-11-02,Surrender
61325,50055,87478,2025-09-10,Arrest
61326,50056,87479,2023-04-17,Arrest
61327,50057,87482,2026-06-17,Arrest
61328,50058,87484,2024-05-22,Arrest
61329,50059,87485,2023-06-04,Arrest
61330,50059,87487,2023-05-03,Surrender
61331,50060,87488,2025-03-06,Arrest
61332,50060,87489,2025-01-31,Arrest
61333,50060,87490,2025-02-20,Arrest
61334,50061,87491,2024-01-17,Arrest
61335,50062,87493,2024-06-20,Arrest
61336,50063,87494,2022-07-21,Surrender
61337,50063,87495,2022-09-10,Surrender
61338,50064,87496,2024-04-23,Arrest
61339,50064,87497,2024-03-30,Arrest
61340,50067,87500,2025-08-10,Arrest
61341,50067,87501,2025-08-29,Arrest
61342,50067,87502,2025-08-07,Surrender
61343,50068,87503,2025-11-18,Surrender
61344,50068,87505,2025-11-30,Surrender
61345,50069,87506,2025-03-28,Arrest
61346,50070,87508,2023-11-17,Arrest
61347,50070,87509,2024-01-11,Arrest
61348,50070,87510,2023-12-03,Arrest
61349,50071,87511,2023-12-11,Arrest
61350,50071,87513,2024-01-20,Surrender
61351,50072,87516,2025-05-13,Surrender
61352,50073,87517,2024-11-08,Arrest
61353,50074,87518,2022-05-21,Arrest
61354,50074,87519,2022-04-20,Arrest
61355,50075,87520,2023-08-01,Surrender
61356,50076,87522,2024-07-23,Arrest
61357,50076,87523,2024-06-18,Arrest
61358,50077,87524,2022-09-06,Arrest
61359,50078,87526,2022-08-07,Arrest
61360,50080,87530,2024-07-25,Surrender
61361,50081,87531,2023-12-27,Surrender
61362,50082,87532,2023-02-26,Surrender
61363,50083,87533,2025-09-28,Arrest
61364,50083,87534,2025-10-02,Arrest
61365,50084,87535,2022-08-19,Arrest
61366,50085,87536,2024-06-20,Arrest
61367,50086,87537,2024-05-03,Arrest
61368,50087,87538,2024-03-03,Arrest
61369,50088,87539,2024-12-10,Arrest
61370,50089,87540,2022-01-03,Arrest
61371,50089,87541,2022-02-18,Surrender
61372,50090,87542,2022-07-18,Arrest
61373,50092,87544,2026-06-30,Arrest
61374,50093,87545,2022-06-23,Arrest
61375,50093,87546,2022-05-02,Surrender
61376,50095,87548,2023-12-31,Surrender
61377,50095,87549,2024-03-22,Arrest
61378,50095,87550,2024-01-24,Arrest
61379,50096,87551,2024-04-12,Surrender
61380,50096,87552,2024-02-28,Arrest
61381,50098,87555,2024-10-07,Arrest
61382,50099,87556,2023-12-29,Surrender
61383,50100,87557,2023-06-16,Arrest
61384,50101,87558,2022-06-27,Arrest
61385,50102,87559,2025-03-02,Arrest
61386,50103,87561,2022-10-22,Arrest
61387,50103,87562,2022-10-24,Arrest
61388,50104,87563,2026-03-27,Arrest
61389,50105,87565,2022-03-18,Surrender
61390,50106,87566,2023-05-27,Arrest
61391,50106,87567,2023-06-16,Surrender
61392,50107,87569,2023-10-10,Surrender
61393,50107,87570,2023-08-18,Arrest
61394,50108,87571,2024-06-01,Surrender
61395,50108,87572,2024-06-04,Surrender
61396,50108,87574,2024-05-13,Arrest
61397,50110,87576,2022-11-05,Arrest
61398,50111,87578,2026-03-07,Surrender
61399,50112,87579,2022-10-02,Arrest
61400,50113,87580,2023-05-09,Arrest
61401,50114,87581,2022-01-25,Arrest
61402,50115,87582,2026-02-04,Surrender
61403,50115,87583,2026-02-01,Arrest
61404,50115,87584,2026-01-19,Surrender
61405,50116,87585,2024-08-22,Arrest
61406,50116,87587,2024-07-13,Arrest
61407,50116,87588,2024-07-26,Arrest
61408,50117,87589,2025-07-08,Arrest
61409,50117,87590,2025-05-06,Arrest
61410,50118,87591,2024-11-03,Surrender
61411,50118,87592,2024-09-21,Arrest
61412,50119,87593,2025-01-09,Arrest
61413,50120,87594,2022-12-26,Arrest
61414,50121,87596,2026-04-05,Arrest
61415,50122,87598,2022-08-08,Surrender
61416,50123,87600,2025-06-07,Surrender
61417,50124,87601,2022-08-10,Arrest
61418,50124,87602,2022-07-10,Arrest
61419,50125,87603,2025-01-29,Surrender
61420,50126,87605,2025-11-17,Arrest
61421,50127,87606,2026-05-08,Arrest
61422,50128,87607,2022-10-02,Arrest
61423,50128,87608,2022-12-13,Arrest
61424,50128,87609,2022-11-05,Arrest
61425,50129,87610,2024-04-20,Arrest
61426,50129,87611,2024-05-17,Surrender
61427,50132,87614,2025-06-27,Arrest
61428,50133,87616,2023-09-22,Arrest
61429,50134,87617,2025-02-14,Arrest
61430,50135,87619,2024-08-26,Arrest
61431,50136,87620,2022-12-19,Surrender
61432,50137,87621,2022-09-12,Arrest
61433,50137,87622,2022-08-28,Surrender
61434,50138,87625,2023-04-27,Arrest
61435,50138,87626,2023-07-04,Arrest
61436,50139,87627,2024-10-02,Arrest
61437,50140,87628,2026-04-24,Arrest
61438,50141,87629,2023-08-15,Arrest
61439,50142,87630,2024-03-13,Arrest
61440,50143,87631,2023-07-26,Arrest
61441,50144,87632,2024-03-29,Arrest
61442,50144,87633,2024-03-10,Arrest
61443,50145,87635,2023-03-29,Arrest
61444,50146,87637,2026-06-21,Arrest
61445,50146,87638,2026-06-30,Arrest
61446,50146,87639,2026-06-25,Arrest
61447,50148,87641,2022-07-05,Surrender
61448,50148,87642,2022-08-17,Arrest
61449,50149,87644,2024-07-05,Arrest
61450,50153,87652,2026-05-16,Arrest
61451,50153,87653,2026-06-06,Surrender
61452,50154,87655,2023-10-05,Arrest
61453,50154,87656,2023-12-01,Arrest
61454,50155,87657,2022-03-19,Arrest
61455,50156,87660,2024-08-20,Arrest
61456,50157,87661,2024-08-09,Surrender
61457,50157,87662,2024-09-03,Surrender
61458,50157,87663,2024-08-07,Arrest
61459,50157,87664,2024-09-11,Surrender
61460,50158,87665,2024-01-05,Arrest
61461,50159,87666,2023-07-10,Arrest
61462,50160,87667,2022-08-21,Arrest
61463,50161,87668,2024-11-16,Surrender
61464,50162,87671,2025-06-14,Arrest
61465,50163,87673,2025-08-01,Surrender
61466,50164,87674,2024-10-10,Arrest
61467,50165,87675,2022-11-20,Arrest
61468,50167,87677,2026-06-04,Arrest
61469,50167,87678,2026-04-02,Arrest
61470,50168,87679,2026-04-10,Arrest
61471,50169,87680,2025-04-19,Arrest
61472,50170,87682,2025-06-14,Surrender
61473,50171,87683,2024-04-18,Surrender
61474,50172,87684,2026-04-05,Arrest
61475,50173,87685,2023-11-20,Arrest
61476,50173,87686,2023-10-22,Arrest
61477,50174,87687,2025-04-02,Arrest
61478,50175,87688,2024-10-23,Arrest
61479,50177,87690,2022-11-07,Surrender
61480,50178,87691,2023-06-19,Arrest
61481,50179,87692,2022-06-13,Arrest
61482,50180,87694,2024-02-29,Arrest
61483,50180,87695,2024-05-05,Arrest
61484,50181,87697,2023-02-11,Arrest
61485,50181,87698,2022-12-31,Arrest
61486,50183,87701,2024-06-11,Arrest
61487,50184,87702,2026-06-30,Arrest
61488,50185,87703,2023-04-13,Arrest
61489,50186,87706,2023-07-13,Surrender
61490,50187,87707,2024-11-23,Arrest
61491,50188,87708,2025-04-16,Arrest
61492,50188,87709,2025-05-28,Arrest
61493,50188,87710,2025-05-20,Surrender
61494,50189,87711,2024-02-13,Surrender
61495,50190,87712,2023-09-01,Arrest
61496,50190,87713,2023-11-10,Arrest
61497,50191,87714,2022-10-26,Arrest
61498,50191,87715,2022-09-12,Arrest
61499,50192,87717,2025-05-15,Arrest
61500,50195,87723,2024-06-14,Arrest
61501,50197,87725,2023-06-29,Arrest
61502,50197,87726,2023-08-24,Surrender
61503,50198,87728,2025-07-16,Arrest
61504,50198,87729,2025-09-15,Arrest
61505,50199,87730,2025-08-13,Surrender
61506,50200,87731,2023-11-26,Arrest
61507,50202,87733,2024-02-10,Arrest
61508,50203,87734,2022-05-11,Arrest
61509,50205,87736,2023-12-23,Arrest
61510,50205,87737,2023-12-14,Arrest
61511,50206,87739,2023-05-11,Arrest
61512,50207,87740,2025-02-23,Arrest
61513,50207,87741,2025-02-26,Arrest
61514,50208,87743,2025-06-12,Surrender
61515,50209,87745,2022-10-21,Arrest
61516,50210,87746,2025-11-27,Surrender
61517,50211,87747,2023-09-29,Arrest
61518,50213,87749,2026-03-28,Arrest
61519,50214,87750,2022-11-19,Arrest
61520,50215,87751,2023-08-11,Arrest
61521,50218,87754,2024-08-05,Arrest
61522,50219,87756,2025-11-04,Surrender
61523,50222,87759,2024-02-04,Arrest
61524,50223,87760,2025-10-20,Arrest
61525,50223,87761,2025-12-02,Arrest
61526,50224,87762,2024-12-09,Surrender
61527,50224,87763,2024-12-14,Arrest
61528,50225,87764,2022-08-19,Arrest
61529,50226,87765,2023-03-25,Arrest
61530,50227,87766,2024-01-17,Surrender
61531,50229,87768,2025-11-02,Arrest
61532,50229,87770,2025-12-31,Arrest
61533,50230,87771,2022-03-11,Arrest
61534,50230,87772,2022-03-29,Arrest
61535,50231,87773,2025-08-22,Arrest
61536,50232,87774,2024-07-01,Arrest
61537,50233,87775,2024-01-07,Arrest
61538,50235,87778,2026-03-22,Surrender
61539,50237,87780,2023-07-27,Arrest
61540,50238,87782,2023-04-05,Arrest
61541,50239,87783,2023-04-23,Arrest
61542,50240,87784,2023-02-06,Arrest
61543,50241,87786,2025-07-15,Arrest
61544,50241,87787,2025-06-21,Arrest
61545,50242,87788,2026-04-12,Arrest
61546,50243,87789,2022-06-14,Arrest
61547,50245,87791,2026-05-01,Arrest
61548,50246,87792,2026-03-01,Arrest
61549,50246,87793,2026-02-23,Arrest
61550,50246,87794,2026-03-07,Surrender
61551,50247,87795,2022-09-08,Surrender
61552,50247,87796,2022-08-22,Surrender
61553,50247,87797,2022-10-25,Surrender
61554,50248,87798,2025-10-19,Arrest
61555,50248,87799,2025-08-29,Arrest
61556,50249,87801,2024-11-24,Arrest
61557,50250,87802,2024-07-18,Arrest
61558,50250,87803,2024-07-13,Arrest
61559,50251,87805,2025-06-07,Surrender
61560,50251,87806,2025-06-05,Arrest
61561,50252,87807,2023-05-15,Surrender
61562,50253,87810,2022-09-01,Arrest
61563,50254,87811,2024-08-28,Arrest
61564,50255,87813,2024-05-12,Arrest
61565,50257,87815,2023-03-28,Arrest
61566,50258,87816,2022-09-16,Arrest
61567,50259,87817,2023-04-22,Arrest
61568,50259,87819,2023-02-23,Arrest
61569,50259,87820,2023-02-18,Arrest
61570,50260,87821,2023-03-13,Arrest
61571,50262,87823,2024-04-30,Arrest
61572,50263,87825,2025-02-25,Arrest
61573,50264,87827,2023-06-25,Arrest
61574,50264,87828,2023-07-03,Arrest
61575,50265,87829,2025-12-06,Arrest
61576,50265,87830,2025-10-24,Arrest
61577,50266,87832,2023-09-16,Arrest
61578,50266,87833,2023-08-25,Arrest
61579,50266,87834,2023-08-29,Surrender
61580,50267,87836,2023-12-11,Arrest
61581,50268,87837,2025-08-09,Arrest
61582,50269,87838,2025-02-14,Arrest
61583,50269,87839,2025-01-23,Arrest
61584,50270,87840,2022-03-18,Arrest
61585,50271,87841,2023-10-07,Arrest
61586,50272,87844,2022-06-16,Arrest
61587,50273,87846,2022-05-31,Arrest
61588,50273,87847,2022-06-03,Arrest
61589,50274,87848,2025-11-05,Arrest
61590,50275,87849,2025-09-11,Arrest
61591,50275,87850,2025-07-09,Surrender
61592,50276,87851,2025-10-08,Arrest
61593,50277,87852,2025-12-16,Arrest
61594,50278,87853,2024-04-06,Arrest
61595,50278,87854,2024-04-04,Arrest
61596,50279,87855,2024-06-01,Arrest
61597,50279,87856,2024-04-15,Arrest
61598,50279,87857,2024-05-09,Arrest
61599,50280,87858,2022-10-21,Arrest
61600,50280,87860,2022-09-23,Surrender
61601,50280,87861,2022-10-09,Arrest
61602,50281,87863,2025-12-28,Arrest
61603,50282,87865,2025-01-24,Arrest
61604,50282,87867,2025-03-03,Arrest
61605,50283,87868,2026-06-30,Arrest
61606,50284,87869,2024-08-18,Arrest
61607,50284,87870,2024-08-29,Surrender
61608,50286,87873,2022-06-20,Arrest
61609,50287,87874,2022-03-17,Arrest
61610,50287,87876,2022-03-18,Arrest
61611,50288,87877,2026-06-30,Surrender
61612,50289,87878,2026-02-06,Arrest
61613,50289,87879,2026-01-18,Arrest
61614,50290,87881,2023-10-01,Surrender
61615,50290,87882,2023-10-04,Arrest
61616,50291,87883,2024-12-23,Arrest
61617,50292,87885,2022-11-10,Surrender
61618,50293,87886,2025-05-29,Arrest
61619,50294,87887,2023-05-20,Arrest
61620,50294,87889,2023-05-20,Arrest
61621,50294,87890,2023-05-15,Surrender
61622,50295,87891,2023-08-20,Arrest
61623,50296,87892,2026-01-13,Arrest
61624,50296,87894,2025-10-21,Arrest
61625,50297,87895,2026-05-26,Surrender
61626,50299,87897,2024-10-02,Arrest
61627,50299,87898,2024-12-07,Arrest
61628,50299,87899,2024-10-01,Arrest
61629,50301,87901,2024-01-10,Surrender
61630,50302,87904,2022-04-06,Arrest
61631,50302,87905,2022-03-27,Arrest
61632,50302,87906,2022-03-22,Arrest
61633,50303,87907,2022-05-20,Arrest
61634,50304,87908,2024-02-12,Arrest
61635,50305,87909,2026-03-15,Surrender
61636,50307,87911,2024-06-21,Arrest
61637,50309,87915,2025-03-09,Arrest
61638,50310,87916,2022-01-27,Arrest
61639,50310,87918,2022-03-31,Arrest
61640,50311,87919,2025-10-20,Arrest
61641,50312,87920,2022-06-16,Arrest
61642,50313,87921,2022-06-21,Arrest
61643,50314,87922,2025-07-02,Arrest
61644,50314,87923,2025-07-14,Arrest
61645,50315,87924,2024-07-19,Arrest
61646,50315,87925,2024-05-10,Arrest
61647,50316,87926,2025-03-08,Surrender
61648,50316,87928,2025-03-22,Arrest
61649,50317,87929,2023-01-22,Arrest
61650,50318,87930,2025-07-18,Surrender
61651,50319,87931,2022-12-26,Arrest
61652,50320,87932,2026-06-30,Arrest
61653,50321,87933,2025-11-26,Surrender
61654,50322,87934,2025-02-03,Arrest
61655,50324,87936,2024-11-08,Surrender
61656,50324,87937,2025-01-19,Surrender
61657,50325,87938,2023-07-09,Arrest
61658,50326,87939,2023-10-10,Arrest
61659,50326,87940,2023-09-16,Arrest
61660,50327,87941,2024-08-09,Surrender
61661,50328,87942,2023-12-14,Arrest
61662,50329,87944,2025-11-02,Surrender
61663,50330,87946,2023-07-17,Arrest
61664,50330,87947,2023-06-19,Arrest
61665,50331,87948,2024-05-05,Arrest
61666,50331,87949,2024-05-24,Arrest
61667,50332,87950,2023-08-04,Arrest
61668,50332,87951,2023-10-03,Arrest
61669,50332,87952,2023-08-26,Arrest
61670,50332,87953,2023-09-01,Surrender
61671,50333,87954,2022-04-11,Arrest
61672,50334,87955,2024-11-13,Arrest
61673,50334,87956,2024-11-25,Arrest
61674,50335,87957,2024-10-04,Arrest
61675,50337,87960,2025-06-24,Arrest
61676,50337,87961,2025-08-24,Surrender
61677,50338,87962,2023-01-24,Arrest
61678,50338,87963,2022-12-05,Arrest
61679,50338,87965,2022-11-28,Surrender
61680,50339,87966,2023-05-23,Arrest
61681,50343,87970,2024-07-19,Surrender
61682,50344,87972,2022-12-25,Arrest
61683,50344,87974,2023-02-01,Arrest
61684,50345,87975,2023-08-13,Arrest
61685,50346,87976,2022-08-25,Arrest
61686,50347,87978,2022-06-06,Arrest
61687,50348,87979,2023-04-10,Surrender
61688,50348,87980,2023-05-10,Arrest
61689,50349,87981,2025-10-19,Arrest
61690,50349,87982,2025-10-23,Arrest
61691,50349,87983,2025-10-15,Arrest
61692,50350,87984,2022-04-16,Arrest
61693,50350,87985,2022-06-12,Arrest
61694,50351,87989,2023-11-27,Arrest
61695,50352,87990,2024-02-23,Arrest
61696,50353,87991,2022-12-20,Arrest
61697,50354,87992,2023-05-14,Arrest
61698,50355,87995,2024-01-05,Arrest
61699,50355,87996,2023-12-31,Arrest
61700,50355,87997,2023-11-27,Arrest
61701,50356,87998,2025-03-27,Arrest
61702,50358,88000,2024-05-14,Arrest
61703,50358,88001,2024-06-25,Arrest
61704,50359,88002,2025-06-11,Surrender
61705,50360,88003,2022-04-11,Arrest
61706,50361,88005,2023-03-07,Arrest
61707,50361,88006,2023-01-06,Surrender
61708,50361,88007,2023-02-19,Arrest
61709,50363,88009,2024-01-06,Arrest
61710,50365,88012,2023-11-27,Arrest
61711,50366,88013,2025-01-29,Arrest
61712,50366,88014,2025-01-23,Arrest
61713,50367,88015,2026-06-16,Arrest
61714,50368,88016,2024-04-04,Arrest
61715,50369,88017,2026-01-05,Arrest
61716,50370,88018,2025-02-06,Arrest
61717,50371,88019,2024-08-16,Arrest
61718,50371,88020,2024-09-07,Arrest
61719,50374,88023,2024-06-09,Arrest
61720,50374,88026,2024-08-04,Arrest
61721,50375,88027,2024-01-11,Arrest
61722,50375,88028,2023-12-30,Surrender
61723,50375,88029,2023-12-08,Arrest
61724,50377,88032,2023-04-22,Surrender
61725,50379,88034,2023-05-12,Arrest
61726,50380,88035,2023-06-05,Arrest
61727,50380,88036,2023-07-14,Surrender
61728,50381,88037,2023-06-25,Arrest
61729,50382,88038,2026-06-21,Arrest
61730,50382,88039,2026-06-20,Surrender
61731,50382,88040,2026-06-30,Arrest
61732,50383,88041,2023-01-17,Arrest
61733,50385,88043,2022-11-10,Arrest
61734,50385,88044,2022-09-18,Surrender
61735,50386,88046,2023-06-06,Surrender
61736,50389,88049,2024-07-23,Arrest
61737,50390,88050,2024-12-16,Arrest
61738,50390,88051,2025-01-08,Arrest
61739,50391,88052,2024-06-16,Arrest
61740,50392,88054,2026-06-30,Surrender
61741,50393,88055,2024-02-09,Arrest
61742,50393,88056,2023-12-27,Arrest
61743,50393,88057,2024-01-03,Arrest
61744,50394,88058,2023-09-03,Arrest
61745,50394,88059,2023-09-06,Arrest
61746,50395,88060,2025-09-01,Arrest
61747,50395,88062,2025-09-01,Arrest
61748,50396,88063,2025-04-19,Arrest
61749,50396,88064,2025-04-22,Arrest
61750,50396,88065,2025-06-18,Arrest
61751,50396,88066,2025-04-24,Surrender
61752,50397,88067,2022-12-27,Arrest
61753,50397,88068,2023-02-16,Arrest
61754,50397,88069,2023-02-08,Arrest
61755,50398,88070,2025-03-23,Arrest
61756,50400,88072,2026-04-30,Arrest
61757,50401,88074,2023-06-02,Arrest
61758,50401,88075,2023-06-03,Arrest
61759,50401,88076,2023-06-11,Arrest
61760,50401,88077,2023-07-01,Arrest
61761,50403,88079,2025-04-01,Arrest
61762,50404,88080,2024-05-27,Arrest
61763,50405,88081,2025-10-05,Arrest
61764,50408,88086,2024-10-25,Arrest
61765,50409,88088,2023-08-01,Arrest
61766,50410,88089,2023-03-06,Arrest
61767,50411,88090,2026-02-15,Arrest
61768,50411,88091,2026-03-27,Arrest
61769,50411,88092,2026-02-21,Arrest
61770,50412,88093,2024-09-21,Arrest
61771,50413,88094,2025-05-12,Surrender
61772,50413,88095,2025-03-15,Arrest
61773,50413,88097,2025-03-28,Arrest
61774,50414,88099,2024-06-25,Arrest
61775,50415,88100,2023-10-08,Arrest
61776,50415,88101,2023-11-28,Arrest
61777,50416,88103,2025-06-02,Arrest
61778,50417,88104,2026-04-18,Arrest
61779,50418,88105,2023-11-15,Arrest
61780,50419,88106,2023-10-06,Arrest
61781,50420,88107,2026-03-31,Surrender
61782,50420,88108,2026-05-05,Surrender
61783,50420,88109,2026-04-24,Surrender
61784,50421,88110,2025-11-27,Arrest
61785,50422,88113,2023-08-07,Arrest
61786,50422,88114,2023-08-14,Arrest
61787,50423,88115,2025-01-16,Arrest
61788,50425,88119,2022-08-30,Arrest
61789,50425,88120,2022-10-06,Arrest
61790,50426,88123,2024-03-20,Surrender
61791,50426,88124,2024-02-25,Arrest
61792,50427,88126,2025-12-11,Arrest
61793,50428,88127,2025-07-27,Arrest
61794,50428,88128,2025-06-03,Arrest
61795,50428,88129,2025-06-12,Arrest
61796,50429,88130,2023-05-01,Arrest
61797,50430,88131,2023-12-15,Arrest
61798,50430,88132,2023-12-07,Arrest
61799,50431,88133,2024-01-07,Arrest
61800,50431,88134,2023-12-14,Surrender
61801,50431,88135,2023-12-22,Surrender
61802,50431,88136,2024-02-04,Arrest
61803,50432,88137,2022-08-11,Arrest
61804,50432,88138,2022-08-18,Surrender
61805,50432,88139,2022-06-18,Arrest
61806,50433,88141,2025-03-18,Arrest
61807,50434,88142,2025-11-06,Arrest
61808,50435,88144,2025-07-22,Arrest
61809,50436,88145,2026-02-28,Arrest
61810,50438,88148,2024-04-16,Surrender
61811,50438,88149,2024-04-02,Arrest
61812,50439,88151,2023-04-19,Arrest
61813,50440,88153,2026-06-24,Surrender
61814,50441,88156,2025-09-17,Arrest
61815,50442,88157,2022-09-28,Arrest
61816,50442,88158,2022-08-13,Arrest
61817,50443,88159,2022-06-03,Arrest
61818,50446,88162,2024-02-25,Arrest
61819,50448,88164,2026-03-12,Surrender
61820,50450,88167,2024-09-19,Arrest
61821,50450,88168,2024-10-09,Arrest
61822,50450,88170,2024-08-28,Arrest
61823,50452,88172,2023-06-22,Arrest
61824,50452,88173,2023-04-10,Surrender
61825,50453,88174,2023-12-09,Surrender
61826,50453,88176,2023-10-13,Arrest
61827,50454,88177,2024-07-11,Arrest
61828,50455,88178,2024-01-06,Arrest
61829,50456,88180,2025-11-04,Surrender
61830,50456,88182,2025-11-19,Arrest
61831,50457,88183,2023-11-01,Arrest
61832,50457,88185,2023-11-03,Arrest
61833,50458,88187,2023-06-28,Surrender
61834,50459,88189,2022-10-08,Arrest
61835,50459,88190,2022-12-01,Arrest
61836,50460,88192,2025-03-17,Arrest
61837,50462,88196,2026-06-30,Arrest
61838,50463,88198,2022-05-28,Arrest
61839,50464,88199,2022-04-30,Arrest
61840,50465,88200,2023-02-23,Arrest
61841,50465,88201,2023-04-17,Surrender
61842,50466,88202,2023-07-13,Arrest
61843,50468,88204,2024-05-07,Arrest
61844,50468,88205,2024-03-04,Surrender
61845,50468,88206,2024-02-23,Arrest
61846,50469,88207,2025-10-13,Arrest
61847,50472,88210,2026-06-23,Arrest
61848,50472,88211,2026-04-13,Arrest
61849,50473,88212,2023-01-21,Surrender
61850,50475,88214,2025-05-24,Arrest
61851,50476,88215,2026-04-29,Surrender
61852,50477,88216,2026-05-01,Arrest
61853,50478,88217,2022-01-16,Surrender
61854,50479,88218,2026-03-02,Arrest
61855,50480,88219,2023-03-31,Arrest
61856,50481,88221,2025-03-14,Arrest
61857,50482,88222,2023-06-21,Arrest
61858,50482,88223,2023-08-23,Arrest
61859,50482,88224,2023-09-03,Arrest
61860,50483,88225,2025-04-30,Arrest
61861,50485,88227,2024-02-12,Arrest
61862,50486,88228,2023-05-17,Arrest
61863,50486,88229,2023-07-19,Arrest
61864,50486,88230,2023-05-16,Arrest
61865,50487,88231,2024-06-03,Arrest
61866,50488,88232,2026-05-01,Arrest
61867,50488,88233,2026-05-21,Arrest
61868,50488,88234,2026-06-24,Arrest
61869,50490,88237,2024-02-29,Surrender
61870,50491,88238,2025-01-02,Arrest
61871,50491,88239,2024-11-23,Arrest
61872,50492,88240,2023-06-14,Arrest
61873,50492,88242,2023-08-05,Arrest
61874,50492,88243,2023-06-11,Arrest
61875,50494,88246,2023-08-12,Arrest
61876,50494,88247,2023-09-26,Arrest
61877,50494,88248,2023-10-10,Arrest
61878,50495,88249,2025-06-15,Arrest
61879,50495,88250,2025-07-17,Arrest
61880,50496,88251,2022-04-18,Arrest
61881,50497,88252,2026-06-30,Arrest
61882,50498,88253,2025-08-22,Surrender
61883,50499,88254,2024-09-30,Surrender
61884,50500,88255,2024-03-22,Surrender
61885,50500,88256,2024-01-05,Arrest
61886,50501,88257,2023-09-04,Arrest
61887,50503,88259,2023-07-12,Arrest
61888,50504,88260,2025-03-02,Arrest
61889,50505,88261,2022-08-09,Surrender
61890,50505,88262,2022-07-27,Arrest
61891,50505,88263,2022-07-23,Arrest
61892,50505,88264,2022-08-04,Arrest
61893,50506,88265,2025-06-08,Surrender
61894,50506,88266,2025-06-19,Arrest
61895,50506,88267,2025-08-18,Arrest
61896,50507,88268,2024-09-28,Arrest
61897,50507,88270,2024-09-27,Arrest
