"gravity_level","days_since_latest","station_case_volume","crime_type_volume","accused_count","repeat_accused_count","arrest_count","arrest_rate_percent","risk_class_id"
"3","1399","1067","7042","1","1","1","100","1"
"4","224","987","5816","2","1","2","100","2"
"3","1527","985","7115","2","0","1","50","0"
"3","1025","1002","7018","3","1","3","100","1"
"2","643","1008","8790","3","1","3","100","0"
"3","333","964","7042","1","0","1","100","0"
"5","1345","1001","5147","1","0","1","100","2"
"4","1023","1032","5932","4","3","3","75","2"
"5","255","972","5062","1","1","1","100","2"
"4","900","997","5816","1","0","1","100","1"
"3","225","1001","7161","2","2","0","0","2"
"3","415","992","7018","1","1","1","100","1"
"3","86","1040","7115","1","0","1","100","0"
"3","63","1008","7187","2","2","2","100","1"
"3","84","1027","7018","1","0","1","100","0"
"2","1097","986","8790","2","2","1","50","0"
"3","302","981","7161","1","1","1","100","1"
"5","433","985","5062","2","1","2","100","2"
"4","628","984","5816","1","1","1","100","1"
"3","730","976","7161","3","2","1","33","1"
"2","481","1070","8965","2","1","1","50","0"
"2","1220","986","8790","2","2","2","100","0"
"4","1523","972","5816","3","1","1","33","1"
"3","1287","981","7161","2","2","2","100","1"
"2","1243","972","8965","1","1","1","100","0"
"3","19","972","7187","3","1","2","67","1"
"4","593","1008","5916","1","1","0","0","2"
"3","1235","986","7161","1","1","1","100","1"
"5","1288","992","5147","1","0","0","0","2"
"4","892","1016","5816","2","1","2","100","2"
"2","1040","1009","8965","3","1","2","67","0"
"5","245","967","4897","2","2","2","100","2"
"2","784","949","8901","2","1","2","100","0"
"2","1361","1023","8965","2","1","2","100","0"
"3","836","1023","7187","3","1","3","100","1"
"3","1249","991","7187","2","2","2","100","1"
"5","1519","1097","4897","4","1","2","50","2"
"2","1041","1000","8901","1","0","1","100","0"
"2","649","941","8965","2","1","2","100","0"
"4","495","975","5932","1","0","0","0","1"
"2","1543","960","8965","1","0","1","100","0"
"3","1462","1001","7161","2","1","2","100","1"
"3","486","1004","7115","1","1","1","100","1"
"4","1390","992","5816","2","1","1","50","2"
"3","1093","1017","7042","2","1","1","50","1"
"5","1601","1009","5147","2","2","1","50","2"
"3","626","1034","7187","1","0","1","100","1"
"4","422","938","5816","3","2","1","33","2"
"3","229","996","7187","1","1","0","0","1"
"4","1449","1019","5916","2","1","1","50","2"
"2","462","982","8790","1","0","1","100","0"
"3","375","1034","7018","2","2","2","100","2"
"3","1514","1043","7018","1","1","0","0","1"
"3","1095","948","7115","3","1","1","33","1"
"3","262","971","7018","4","2","4","100","2"
"3","1264","983","7018","3","2","3","100","1"
"2","1506","1009","8901","1","1","1","100","0"
"2","1279","951","8901","2","1","2","100","0"
"5","621","983","5147","1","1","1","100","2"
"3","56","1023","7115","2","2","1","50","2"
"3","1089","995","7042","1","0","1","100","0"
"5","1406","986","4897","1","0","1","100","2"
"3","107","983","7187","1","0","1","100","0"
"2","1589","1017","8790","4","2","2","50","1"
"5","1303","1009","4897","3","3","2","67","2"
"3","44","967","7161","1","0","1","100","0"
"4","872","997","5932","2","1","2","100","2"
"3","654","1005","7042","1","0","1","100","0"
"2","1526","1002","8790","3","2","3","100","1"
"5","1063","969","5062","1","0","1","100","1"
"4","271","938","5932","1","1","0","0","1"
"2","54","972","8965","1","1","1","100","0"
"2","870","935","8790","1","0","1","100","0"
"2","1113","986","8901","2","0","2","100","0"
"5","523","960","5147","2","0","2","100","2"
"3","1090","1001","7042","4","2","3","75","2"
"3","450","1059","7018","2","0","1","50","1"
"4","782","1047","5932","1","0","1","100","1"
"2","722","1016","8901","1","0","1","100","0"
"4","1364","1009","5916","2","1","1","50","2"
"2","938","941","8901","1","1","1","100","0"
"4","1354","995","5932","1","1","1","100","1"
"4","1216","972","5932","1","0","1","100","1"
"2","1567","973","8790","1","1","1","100","0"
"5","944","972","5051","1","0","1","100","2"
"4","55","1059","5816","1","0","0","0","2"
"2","153","981","8901","3","1","2","67","1"
"4","1323","972","5916","1","0","0","0","1"
"5","240","976","5147","4","2","3","75","2"
"2","274","1005","8790","2","2","1","50","1"
"2","1369","956","8901","1","1","1","100","0"
"3","1011","1010","7042","1","0","1","100","0"
"5","126","1037","5051","2","0","0","0","2"
"2","1574","1002","8965","1","0","0","0","0"
"2","1382","940","8790","3","2","3","100","0"
"5","1124","1030","5147","2","1","1","50","2"
"3","1472","1016","7018","3","2","1","33","1"
"5","1392","948","5051","2","1","2","100","2"
"4","893","1042","5932","1","1","1","100","2"
"3","154","1017","7018","2","1","1","50","1"
"2","256","1023","8901","1","1","0","0","0"
"3","721","1005","7187","2","1","1","50","1"
"2","948","1070","8965","1","1","1","100","0"
"5","476","1005","5051","1","1","0","0","2"
"3","784","988","7187","1","1","1","100","1"
"4","74","999","5916","2","2","2","100","2"
"4","1337","1023","5916","1","0","0","0","1"
"2","894","992","8901","1","0","1","100","0"
"2","1285","1027","8901","1","1","1","100","0"
"5","477","976","5062","2","1","1","50","2"
"3","1188","965","7018","2","2","1","50","1"
"2","1247","968","8965","1","1","1","100","0"
"4","616","1004","5816","2","0","1","50","1"
"2","1026","976","8790","2","2","2","100","0"
"5","40","1042","5051","2","1","2","100","2"
"3","1317","991","7187","2","1","0","0","1"
"2","1172","986","8790","2","0","1","50","0"
"3","1493","986","7018","4","2","4","100","1"
"5","214","1085","4897","1","1","0","0","2"
"3","1085","1047","7187","1","1","1","100","1"
"4","874","968","5816","1","0","1","100","1"
"3","754","960","7115","3","3","2","67","2"
"3","9","1002","7115","2","1","2","100","1"
"4","1299","1013","5816","1","0","1","100","1"
"4","1365","1016","5916","1","1","1","100","1"
"4","1029","964","5816","1","0","1","100","1"
"5","836","967","5051","1","1","1","100","2"
"3","422","1027","7187","1","1","0","0","1"
"2","359","974","8965","1","1","1","100","0"
"4","476","1019","5932","3","1","2","67","2"
"2","1263","965","8965","1","1","0","0","0"
"4","1355","1009","5932","2","1","1","50","2"
"5","273","1047","5051","2","1","2","100","2"
"4","1376","1017","5916","2","1","1","50","2"
"3","191","1032","7018","2","1","2","100","1"
"5","920","1043","5051","1","0","0","0","2"
"3","76","1002","7161","2","0","1","50","1"
"2","555","989","8790","2","2","2","100","0"
"3","1239","976","7187","1","1","1","100","0"
"2","1455","1007","8790","1","1","1","100","0"
"3","271","986","7018","1","1","1","100","1"
"2","986","995","8965","2","0","2","100","0"
"5","925","1017","5062","2","0","2","100","2"
"3","401","999","7115","1","1","1","100","1"
"3","1338","1005","7115","1","0","1","100","0"
"2","1636","967","8901","4","2","4","100","1"
"4","84","975","5916","2","2","1","50","2"
"5","810","935","4897","2","1","2","100","2"
"3","343","1097","7187","2","0","1","50","1"
"3","616","1017","7115","2","1","2","100","1"
"2","456","1010","8790","1","0","1","100","0"
"4","1477","992","5916","3","0","2","67","1"
"2","958","1040","8965","3","0","3","100","0"
"3","273","1048","7187","2","2","1","50","2"
"2","1378","987","8965","1","1","1","100","0"
"2","796","938","8965","2","1","2","100","0"
"5","224","1005","5051","1","1","1","100","2"
"3","646","935","7115","3","2","2","67","1"
"4","742","1016","5916","1","0","1","100","1"
"4","620","988","5932","2","0","2","100","1"
"4","70","988","5916","1","1","1","100","2"
"3","916","1004","7115","2","1","1","50","1"
"2","1025","974","8790","2","1","1","50","0"
"5","1095","1034","5051","1","0","1","100","2"
"3","1286","995","7187","1","1","1","100","1"
"4","579","985","5916","2","1","1","50","2"
"2","1618","1097","8901","1","1","0","0","0"
"4","117","1095","5932","2","0","2","100","2"
"3","344","1016","7018","4","2","2","50","2"
"2","658","1067","8790","1","0","1","100","0"
"4","977","943","5916","3","1","2","67","2"
"5","965","940","5051","2","1","1","50","2"
"3","963","1009","7115","1","0","0","0","0"
"2","470","1024","8790","2","1","2","100","0"
"2","1507","985","8790","1","0","1","100","0"
"4","1397","992","5932","2","0","1","50","1"
"4","1577","988","5916","1","1","1","100","1"
"3","1150","976","7042","1","1","1","100","0"
"4","894","1032","5932","3","1","2","67","2"
"3","626","985","7161","2","1","2","100","1"
"5","485","1005","5051","1","1","1","100","2"
"3","1081","1013","7042","2","1","1","50","1"
"4","1411","999","5816","3","1","1","33","2"
"2","761","1023","8901","1","1","1","100","0"
"5","1144","972","5062","1","0","1","100","2"
"2","1403","994","8901","1","0","1","100","0"
"3","314","991","7161","2","0","1","50","1"
"3","547","1047","7042","1","1","0","0","1"
"4","791","987","5816","1","1","1","100","1"
"3","1393","989","7042","3","1","2","67","1"
"5","336","972","5147","2","1","2","100","2"
"5","1489","996","5062","2","1","1","50","2"
"3","145","956","7042","3","2","2","67","1"
"3","877","948","7018","2","1","1","50","1"
"2","1292","1020","8901","2","2","1","50","1"
"3","1328","984","7161","1","1","1","100","0"
"3","1214","1042","7018","3","2","2","67","1"
"3","1420","972","7018","2","2","2","100","1"
"4","1448","967","5916","2","0","2","100","1"
"3","522","990","7161","2","2","0","0","1"
"3","1420","943","7018","1","0","0","0","0"
"2","1114","986","8901","1","1","0","0","0"
"3","1441","1010","7042","3","1","3","100","1"
"3","1588","980","7115","1","0","1","100","0"
"3","1497","996","7187","1","0","1","100","0"
"2","702","1085","8965","2","2","1","50","1"
"4","843","1030","5916","3","1","1","33","2"
"5","744","987","4897","1","1","0","0","2"
"4","888","949","5916","1","1","0","0","1"
"3","297","973","7187","1","1","0","0","1"
"3","428","1000","7161","3","1","3","100","1"
"4","1368","1020","5932","1","1","1","100","2"
"2","1015","943","8901","2","1","2","100","0"
"3","118","1034","7018","1","0","1","100","0"
"3","534","990","7115","2","0","1","50","1"
"2","1616","991","8965","2","2","1","50","0"
"2","890","956","8965","1","1","1","100","0"
"3","1435","956","7161","3","2","2","67","1"
"4","1431","1017","5816","1","0","0","0","1"
"3","593","985","7115","2","2","1","50","1"
"4","829","996","5916","2","0","2","100","1"
"2","223","1047","8965","3","1","1","33","1"
"3","1020","943","7187","1","1","1","100","0"
"4","1387","991","5932","1","1","0","0","1"
"5","755","969","4897","1","0","1","100","1"
"2","1026","1037","8790","1","1","0","0","0"
"4","1453","956","5816","2","1","1","50","1"
"4","1108","1040","5816","1","1","1","100","1"
"5","417","1035","5147","2","1","1","50","2"
"4","785","951","5932","3","1","3","100","2"
"5","1203","938","5062","2","1","2","100","2"
"3","191","1009","7161","3","2","0","0","2"
"3","1556","997","7042","2","2","2","100","1"
"3","1279","1017","7187","1","1","1","100","1"
"5","888","1024","5062","3","1","3","100","2"
"5","521","1007","4897","2","1","0","0","2"
"2","1061","1085","8790","3","1","3","100","0"
"2","1146","1024","8965","3","3","1","33","1"
"3","1131","1030","7018","2","2","2","100","1"
"3","401","1020","7161","1","0","1","100","0"
"3","1279","967","7161","4","3","2","50","2"
"3","856","999","7018","1","0","0","0","0"
"5","316","960","4897","3","1","0","0","2"
"3","1223","1035","7115","1","1","0","0","1"
"2","82","943","8965","3","2","1","33","1"
"2","1369","1009","8790","1","0","1","100","0"
"3","1562","984","7042","1","0","1","100","0"
"4","1413","992","5916","3","2","3","100","2"
"3","1186","996","7115","1","0","0","0","0"
"3","1555","1001","7187","1","0","1","100","0"
"5","537","956","5051","1","0","1","100","2"
"3","1426","972","7115","2","1","2","100","1"
"4","995","972","5816","2","0","2","100","1"
"3","1006","988","7187","1","1","1","100","0"
"3","93","1024","7042","1","0","0","0","1"
"3","52","1027","7187","1","1","0","0","1"
"2","22","974","8901","1","1","1","100","0"
"3","1127","1042","7115","1","1","0","0","1"
"4","631","1000","5816","3","1","3","100","2"
"5","624","1002","5147","1","1","1","100","2"
"3","1357","980","7115","2","1","2","100","0"
"4","532","1042","5816","2","2","1","50","2"
"2","1297","997","8790","3","2","2","67","1"
"3","1157","1097","7161","1","0","0","0","1"
"4","1591","967","5932","1","0","1","100","1"
"2","972","1001","8901","1","0","1","100","0"
"4","71","1035","5916","1","1","0","0","2"
"4","1535","974","5932","1","1","1","100","1"
"3","326","1007","7161","3","1","3","100","1"
"4","449","985","5916","1","1","1","100","2"
"4","262","943","5916","1","0","0","0","1"
"2","118","935","8790","2","1","1","50","0"
"2","371","1008","8901","2","1","1","50","0"
"3","1268","1001","7115","1","1","1","100","1"
"3","813","1043","7042","1","1","0","0","1"
"3","1614","1023","7187","1","1","0","0","1"
"4","1497","975","5932","2","1","1","50","2"
"3","382","996","7042","1","0","1","100","0"
"5","453","997","5147","1","1","0","0","2"
"4","1301","1016","5932","1","1","1","100","2"
"4","600","1002","5932","1","1","0","0","2"
"4","824","981","5816","1","1","1","100","1"
"2","708","1059","8901","3","0","2","67","0"
"3","8","1067","7161","3","3","3","100","2"
"5","891","1020","5062","1","0","1","100","2"
"2","419","956","8901","2","1","2","100","0"
"4","1622","997","5932","4","1","3","75","2"
"3","1213","992","7115","1","0","0","0","0"
"3","1500","951","7115","1","0","1","100","0"
"5","1503","992","4897","1","0","1","100","2"
"4","1225","938","5816","1","0","0","0","1"
"2","933","972","8965","1","1","0","0","0"
"5","1039","965","5051","1","0","1","100","2"
"2","1451","973","8901","3","2","3","100","0"
"4","1489","1008","5816","3","1","2","67","2"
"2","1086","988","8901","1","1","1","100","0"
"2","1080","1042","8901","2","0","2","100","0"
"3","785","973","7187","3","0","2","67","1"
"3","1324","983","7115","2","2","2","100","1"
"3","1447","1002","7115","2","1","2","100","1"
"5","982","985","5062","3","2","3","100","2"
"3","701","992","7161","2","2","1","50","1"
"2","521","969","8790","1","1","1","100","0"
"2","394","974","8901","1","1","1","100","0"
"3","6","978","7018","2","1","1","50","1"
"2","516","967","8965","1","0","1","100","0"
"4","1428","1008","5816","2","2","2","100","2"
"3","362","1023","7187","1","0","1","100","1"
"4","1557","1016","5816","1","1","0","0","1"
"3","1436","1008","7018","1","1","0","0","1"
"3","973","1059","7187","3","0","2","67","1"
"5","252","956","5147","2","2","2","100","2"
"2","1001","1048","8965","1","1","0","0","0"
"2","330","1007","8901","4","2","2","50","1"
"2","1603","967","8790","2","2","2","100","0"
"2","631","996","8790","2","0","2","100","0"
"3","876","985","7187","1","0","1","100","1"
"5","1533","986","5051","1","0","0","0","2"
"2","1118","986","8965","2","2","2","100","0"
"2","414","985","8901","2","0","2","100","0"
"3","919","1020","7161","1","1","1","100","1"
"4","468","1095","5816","2","1","2","100","2"
"2","1135","1070","8790","2","1","1","50","0"
"3","1355","1067","7018","1","0","0","0","0"
"3","802","1024","7161","1","0","1","100","0"
"2","1386","1095","8965","1","0","1","100","0"
"3","1116","1000","7018","2","1","2","100","1"
"4","74","1034","5916","2","1","1","50","2"
"4","580","960","5816","1","1","0","0","1"
"2","1030","964","8790","1","1","0","0","0"
"5","1045","1007","4897","2","0","2","100","2"
"3","1481","972","7161","1","0","1","100","0"
"5","723","1040","5062","2","0","1","50","2"
"4","858","995","5816","1","0","0","0","1"
"3","1620","1023","7115","4","1","3","75","1"
"2","1006","1047","8965","3","2","3","100","1"
"4","591","1070","5932","2","1","2","100","2"
"3","1448","989","7115","2","1","1","50","1"
"4","127","1000","5816","3","3","1","33","2"
"3","537","1032","7161","2","2","1","50","2"
"5","106","1047","5062","1","0","1","100","2"
"3","1339","1016","7115","2","1","1","50","1"
"2","498","965","8901","1","1","1","100","0"
"2","291","1019","8965","2","1","1","50","1"
"4","154","1027","5816","3","2","2","67","2"
"4","1281","1027","5932","3","1","1","33","2"
"2","1223","986","8965","2","1","1","50","0"
"4","398","1019","5932","1","0","1","100","1"
"3","1153","951","7161","2","2","2","100","1"
"2","219","1035","8790","2","1","1","50","0"
"2","752","985","8901","3","3","2","67","1"
"3","143","1009","7187","3","1","2","67","1"
"4","142","1020","5916","2","2","1","50","2"
"5","20","969","5062","2","2","2","100","2"
"5","1446","986","4897","3","2","3","100","2"
"5","121","949","5051","1","0","1","100","2"
"3","465","1020","7161","2","1","1","50","1"
"2","903","1032","8790","2","1","0","0","0"
"3","1208","981","7018","1","0","1","100","0"
"4","1334","1020","5816","1","0","0","0","1"
"3","1284","1042","7115","1","0","1","100","0"
"3","458","973","7187","2","1","2","100","1"
"2","421","1095","8965","1","0","1","100","0"
"5","1009","965","5051","1","1","0","0","2"
"3","836","1000","7187","2","0","2","100","1"
"2","317","972","8965","3","1","3","100","1"
"2","1252","1027","8790","1","1","1","100","0"
"2","159","973","8965","1","1","0","0","0"
"5","1547","1067","5051","1","0","0","0","2"
"5","1144","1037","5051","1","1","1","100","2"
"3","1251","1008","7018","2","1","1","50","1"
"3","1263","1001","7187","2","1","1","50","1"
"5","649","1013","5051","3","3","2","67","2"
"5","1295","972","5062","1","1","0","0","2"
"3","515","1002","7115","3","1","1","33","1"
"2","988","1095","8965","2","0","2","100","0"
"2","598","1095","8901","2","2","2","100","1"
"3","1268","1032","7018","3","3","2","67","2"
"4","1203","1005","5916","1","1","1","100","1"
"2","1096","1016","8965","2","2","2","100","1"
"3","1140","1016","7042","2","1","1","50","1"
"2","48","1024","8901","1","1","0","0","1"
"2","753","1023","8965","2","1","1","50","0"
"5","257","976","5147","1","0","0","0","2"
"2","1277","968","8790","2","1","1","50","0"
"4","1595","951","5916","1","0","1","100","0"
"4","1080","1027","5816","1","0","0","0","1"
"2","397","980","8965","2","0","1","50","0"
"3","1008","938","7018","3","2","2","67","1"
"3","1001","1027","7115","3","3","3","100","2"
"4","90","1000","5816","2","1","1","50","2"
"2","1000","956","8790","1","1","1","100","0"
"3","615","1009","7115","3","1","3","100","1"
"3","1306","1085","7042","1","1","0","0","1"
"3","327","1095","7042","1","0","0","0","1"
"3","13","1016","7018","1","1","1","100","1"
"2","1381","1016","8901","1","0","0","0","0"
"2","579","990","8965","1","1","1","100","0"
"5","1500","1023","5147","1","0","1","100","2"
"5","84","975","4897","1","1","1","100","2"
"4","1206","1016","5932","1","0","1","100","1"
"3","1592","1017","7115","2","0","1","50","0"
"3","1616","1047","7161","2","0","2","100","0"
"2","551","976","8965","2","1","1","50","0"
"4","182","1020","5816","3","2","2","67","2"
"3","73","1005","7042","1","0","1","100","1"
"3","723","972","7018","1","1","1","100","1"
"5","1007","990","5062","3","3","2","67","2"
"5","406","969","5062","3","1","2","67","2"
"3","1201","975","7018","1","0","1","100","0"
"2","383","987","8901","1","0","1","100","0"
"5","135","995","5051","2","0","1","50","2"
"4","1192","989","5816","3","1","3","100","2"
"5","1158","1023","5147","2","1","1","50","2"
"2","1330","980","8790","3","2","3","100","0"
"3","469","960","7187","2","2","2","100","1"
"3","408","1004","7018","3","2","2","67","2"
"3","768","988","7018","2","1","0","0","1"
"3","866","1048","7161","2","0","1","50","1"
"2","604","1042","8901","3","2","0","0","1"
"5","1013","980","5051","1","1","1","100","2"
"3","1253","978","7018","1","0","1","100","0"
"3","798","990","7187","3","1","2","67","1"
"3","745","1024","7018","2","1","2","100","1"
"4","405","1017","5816","2","0","2","100","2"
"2","234","1047","8901","2","0","1","50","0"
"5","1622","1002","4897","1","0","0","0","2"
"3","1336","1019","7042","4","3","4","100","2"
"3","406","999","7115","4","2","3","75","2"
"3","458","1017","7115","2","0","0","0","1"
"2","135","985","8901","2","0","1","50","0"
"5","874","956","5062","2","2","1","50","2"
"3","1230","1004","7187","1","0","1","100","0"
"3","1565","988","7018","1","1","1","100","0"
"2","52","995","8790","3","2","2","67","1"
"5","942","940","5147","1","1","1","100","2"
"2","1397","1097","8790","3","2","2","67","1"
"3","756","975","7018","1","0","0","0","0"
"5","1210","1020","5062","2","1","1","50","2"
"2","1507","991","8965","1","1","0","0","0"
"3","828","987","7187","1","0","0","0","0"
"5","917","969","5062","1","0","0","0","2"
"4","1274","1020","5816","1","0","0","0","1"
"5","386","1009","4897","3","0","2","67","2"
"4","1087","1004","5816","3","2","2","67","2"
"5","66","985","5062","3","2","2","67","2"
"5","1419","1047","5147","1","0","1","100","2"
"2","580","1002","8790","3","1","3","100","0"
"4","295","1007","5916","1","1","1","100","2"
"4","574","1016","5932","1","1","0","0","2"
"5","1373","976","5051","2","1","2","100","2"
"4","470","1002","5932","1","1","1","100","1"
"2","378","988","8965","1","0","1","100","0"
"2","535","1001","8901","2","1","2","100","0"
"3","122","1027","7042","2","1","2","100","1"
"4","1138","1001","5816","2","2","0","0","2"
"3","1455","972","7187","1","0","1","100","0"
"5","771","1095","5051","2","1","2","100","2"
"5","1459","940","5147","1","0","1","100","2"
"5","1130","986","5051","1","0","1","100","2"
"4","380","986","5916","2","1","2","100","1"
"4","1487","999","5816","3","2","1","33","2"
"3","832","1059","7042","2","1","1","50","1"
"5","531","1005","5147","1","0","0","0","2"
"2","1275","1024","8965","2","1","2","100","0"
"3","3","1023","7161","1","0","1","100","1"
"4","1248","1027","5816","2","1","2","100","2"
"2","1398","948","8965","2","1","2","100","0"
"2","1043","1009","8901","1","1","1","100","0"
"2","289","1010","8901","2","1","1","50","0"
"5","1035","1019","4897","1","1","1","100","2"
"4","32","973","5816","1","1","0","0","2"
"4","346","992","5816","1","1","1","100","2"
"3","997","1001","7018","1","0","1","100","0"
"4","900","1047","5916","1","0","1","100","1"
"5","355","986","5147","2","0","0","0","2"
"4","1487","981","5916","3","1","2","67","2"
"5","1583","974","4897","2","1","1","50","2"
"3","1148","1016","7161","2","2","1","50","2"
"2","1476","995","8790","1","0","1","100","0"
"3","550","985","7161","1","1","1","100","0"
"3","621","1034","7187","1","1","0","0","1"
"2","1250","1035","8901","2","1","1","50","0"
"2","125","1009","8965","1","1","1","100","0"
"4","846","1095","5816","1","1","1","100","2"
"5","1233","989","4897","3","1","3","100","2"
"2","862","967","8901","1","0","0","0","0"
"5","1149","982","4897","2","1","0","0","2"
"3","1302","1005","7042","1","1","1","100","1"
"4","849","1020","5932","3","3","1","33","2"
"3","931","986","7018","1","1","0","0","1"
"4","935","992","5816","1","1","1","100","1"
"4","140","1037","5816","1","1","0","0","2"
"5","298","995","4897","1","1","0","0","2"
"5","1021","1009","4897","1","1","1","100","2"
"2","1509","975","8965","1","0","0","0","0"
"3","1473","1002","7042","1","1","1","100","0"
"3","1269","975","7115","1","1","1","100","0"
"5","1632","1032","5147","3","2","2","67","2"
"5","217","1001","4897","1","0","1","100","2"
"3","296","969","7161","3","1","2","67","1"
"3","1162","985","7115","1","1","1","100","0"
"3","503","1034","7161","3","2","3","100","2"
"3","998","992","7115","1","0","0","0","0"
"3","1012","1042","7115","4","3","4","100","2"
"3","870","1016","7042","4","0","1","25","1"
"5","741","976","5147","2","1","2","100","2"
"5","1004","984","5147","1","1","1","100","2"
"2","1024","1095","8901","3","1","2","67","1"
"2","467","999","8790","1","0","1","100","0"
"3","228","1043","7115","2","0","2","100","1"
"2","700","965","8790","1","1","1","100","0"
"2","1389","1042","8965","1","1","1","100","0"
"3","329","968","7042","2","1","2","100","1"
"5","435","1027","5062","1","0","1","100","2"
"2","183","1005","8901","1","1","0","0","0"
"3","1395","992","7161","1","1","1","100","0"
"3","178","967","7115","1","0","0","0","0"
"2","1577","935","8965","1","1","1","100","0"
"3","834","1023","7042","1","1","1","100","1"
"4","1493","1020","5932","2","1","2","100","2"
"3","1584","1042","7115","2","2","1","50","1"
"3","377","1097","7161","3","0","2","67","1"
"5","829","984","5062","1","1","0","0","2"
"3","39","1000","7115","1","1","0","0","1"
"3","1187","1002","7187","2","0","2","100","1"
"3","1295","990","7187","2","1","2","100","1"
"4","674","1034","5916","2","0","1","50","2"
"2","1406","983","8790","1","1","0","0","0"
"4","409","1037","5932","1","0","1","100","1"
"4","1415","1016","5916","2","1","1","50","2"
"5","1509","1047","5062","3","2","3","100","2"
"2","354","1027","8965","2","1","2","100","0"
"2","551","999","8790","1","0","1","100","0"
"2","758","973","8790","2","1","2","100","0"
"5","664","964","5062","1","1","1","100","2"
"5","317","1042","5062","1","0","0","0","2"
"2","1138","974","8901","1","0","1","100","0"
"2","298","1005","8965","1","1","1","100","0"
"2","156","935","8901","2","0","2","100","0"
"3","1544","978","7161","3","1","3","100","1"
"5","327","1027","5062","1","0","1","100","2"
"2","1579","1023","8790","2","1","2","100","0"
"3","929","985","7187","1","0","1","100","0"
"5","1169","992","5147","1","0","0","0","2"
"5","351","986","5051","1","1","1","100","2"
"5","1478","1023","5051","1","0","1","100","2"
"3","1005","974","7161","2","0","2","100","0"
"3","751","1016","7161","1","0","0","0","1"
"3","1587","975","7042","2","1","1","50","1"
"3","506","1004","7115","1","1","0","0","1"
"2","807","1070","8965","1","1","1","100","0"
"4","23","999","5916","2","1","2","100","2"
"5","1036","1095","5147","1","0","1","100","2"
"2","457","1027","8901","2","1","2","100","0"
"5","89","1001","5062","3","2","0","0","2"
"3","1468","1008","7018","1","0","1","100","0"
"4","981","948","5932","2","2","2","100","2"
"3","1408","1067","7042","1","1","1","100","1"
"2","1407","1009","8901","2","1","2","100","0"
"3","47","956","7042","1","0","1","100","0"
"3","49","1004","7187","2","2","0","0","1"
"5","336","1027","5051","4","3","3","75","2"
"3","77","975","7187","3","2","2","67","2"
"2","345","938","8901","2","1","0","0","0"
"2","1141","1013","8965","4","1","3","75","1"
"2","419","965","8965","1","0","1","100","0"
"4","642","1000","5932","2","1","1","50","2"
"3","105","1024","7187","1","1","1","100","1"
"2","838","1001","8965","3","1","1","33","1"
"5","1061","986","4897","1","0","1","100","2"
"3","1032","995","7187","1","1","0","0","1"
"5","1181","1030","5051","2","1","0","0","2"
"2","1083","1023","8790","1","0","0","0","0"
"4","1368","999","5932","1","1","1","100","1"
"5","1458","938","5062","2","0","1","50","2"
"3","1417","949","7187","2","0","2","100","0"
"3","1094","991","7161","1","0","1","100","0"
"4","1451","985","5816","1","0","0","0","1"
"2","204","1010","8790","2","2","2","100","1"
"2","757","1002","8790","1","0","1","100","0"
"3","481","985","7115","1","1","0","0","1"
"4","1566","1020","5816","2","1","1","50","2"
"3","479","984","7018","1","0","1","100","0"
"5","473","994","5147","2","1","2","100","2"
"5","1094","1070","5051","3","1","1","33","2"
"5","764","1010","4897","2","0","1","50","2"
"2","1547","1059","8790","1","1","1","100","0"
"3","425","964","7018","3","2","1","33","2"
"3","196","969","7042","1","1","0","0","1"
"2","291","996","8790","1","1","0","0","0"
"3","171","1034","7018","2","1","2","100","1"
"3","1510","1023","7187","1","1","0","0","1"
"5","135","973","5147","1","1","0","0","2"
"5","1444","965","5147","2","2","1","50","2"
"5","1564","1040","5147","1","1","1","100","2"
"4","101","943","5916","1","0","1","100","1"
"3","1563","1024","7018","1","0","1","100","0"
"2","802","987","8790","3","1","2","67","0"
"2","1345","1007","8901","2","1","1","50","0"
"2","38","1040","8965","1","0","1","100","0"
"3","338","975","7161","1","1","1","100","0"
"2","1624","1085","8965","1","0","1","100","0"
"3","728","1000","7018","1","0","0","0","0"
"5","888","1009","5062","3","1","2","67","2"
"2","762","1019","8965","2","2","2","100","1"
"5","1175","1001","5062","4","3","3","75","2"
"2","231","991","8965","4","3","4","100","1"
"2","1252","1047","8965","2","1","1","50","0"
"5","68","992","4897","2","0","1","50","2"
"4","1142","981","5816","1","1","1","100","1"
"2","837","985","8790","1","1","1","100","0"
"3","1266","985","7042","2","1","1","50","1"
"2","515","1024","8790","1","0","1","100","0"
"3","1220","1004","7018","1","0","1","100","0"
"2","1515","1035","8901","1","1","1","100","0"
"4","1366","972","5932","3","2","2","67","2"
"5","1299","967","5147","2","1","2","100","2"
"3","593","975","7161","1","1","1","100","0"
"3","959","1001","7161","2","1","1","50","1"
"3","1408","1035","7115","1","1","0","0","1"
"3","251","992","7018","3","1","1","33","1"
"2","191","1067","8965","3","0","2","67","1"
"2","279","1001","8790","2","1","0","0","0"
"5","265","986","5147","3","2","3","100","2"
"2","975","972","8965","2","1","1","50","0"
"5","1516","956","5062","2","1","2","100","2"
"3","58","988","7042","1","1","1","100","1"
"4","1042","983","5932","1","0","1","100","1"
"5","63","940","4897","1","0","1","100","2"
"2","60","1042","8901","1","1","0","0","0"
"5","1005","948","5051","1","0","1","100","2"
"5","1154","992","5062","2","0","0","0","2"
"3","559","940","7042","1","1","1","100","0"
